element,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
Np,0.0,0.0,4.156427,0.0,7.0692253,0.0,0.0,0.0,0.0,0.0,0.50218534,1.6796421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.468567,3.4138236,0.0,0.0,9.884964,0.0,0.0,0.0,19.424925,0.0,0.0,0.0,0.0,0.0,0.0,3.040662,0.9116739,0.0,0.0,0.0,0.0,2.5054038,0.0,0.0,0.0,0.0,2.8510675,3.9542613,9.537237,7.4273853,0.0,0.90272474,0.0,0.0,0.0,0.0,0.0,1.3441696,12.903585,1.3437659
Pu,0.0,7.764856,2.4688752,0.0,6.9519763,0.0,0.0,0.0,0.0,0.0,0.0,3.5278053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3609166,3.4460065,0.0,0.0,6.519538,0.0,0.0,0.0,15.918098,0.0,0.0,0.0,3.6637027,0.0,0.0,2.157188,0.2194449,0.0,0.0,0.0,0.0,2.1899981,0.0,0.0,0.0,0.0,2.9676557,2.1665978,7.011219,1.5601331,0.0,0.6646505,0.0,0.0,0.0,0.0,0.0,1.6103544,7.0667014,0.0
Am,0.0,1.9225097,0.7865197,0.2815022,2.3134997,0.0,0.23094808,0.16817057,0.22763823,0.3155254,0.0,0.73443097,0.0,0.31146532,0.33373937,0.0,0.0,0.10814725,0.0,4.5066385,0.89041656,0.11539303,0.0,1.842992,0.0,0.9522431,0.29360792,6.955903,0.0,0.0,0.6474345,0.62097096,0.0,0.57174146,0.6072716,0.0931502,0.0,0.019148052,0.0,0.0,0.8774692,0.13984318,0.0,0.0,0.0,1.5125722,0.29099023,2.2630703,1.0099283,0.0,0.19324699,0.0,0.047089763,0.0,0.291805,0.26816466,0.29932308,1.7895486,1.0088497
Cm,0.0,1.7874166,0.4519043,1.0536425,2.1623855,0.0,0.84680986,0.5976543,0.8268708,0.97703516,0.0,0.3104805,0.0,1.0444216,0.8272544,0.0,0.0,0.93630886,0.0,5.932051,0.6056629,0.7298321,0.0,1.4059268,0.0,1.8375366,0.99671835,7.6989217,0.0,0.0,1.5364124,0.62140644,0.016342588,1.1967754,0.4948696,0.0,0.0,0.4705861,0.0,0.0,1.112178,0.7237132,0.013781374,0.0,0.0,1.7563007,0.0,2.110645,0.5772418,0.0,0.16839536,0.0,0.3067239,0.0,0.98673975,0.80797774,0.216251,1.2560393,1.6921822
Bk,0.0,0.65516967,0.0,3.753264,2.481041,0.0,2.936858,2.3430488,3.103787,3.227082,0.0,0.0,0.0,4.2644467,2.8160076,0.0,0.0,3.7322476,0.0,12.576169,0.08301533,3.2576277,0.0,0.06552697,0.0,5.587234,3.732049,13.385763,0.0,0.0,5.138318,0.0,0.7331795,4.267074,0.0,0.0,0.0,1.9573051,0.0,0.0,2.3657146,3.4347422,1.1066558,0.0,0.0,4.0520897,0.0,2.4969492,0.0,0.0,0.21414042,0.0,1.6929967,0.0,3.59025,3.172168,0.0,0.37411016,4.7917247
Cf,0.0,1.4358134,0.14784648,1.6848291,1.9685661,0.0,1.233888,0.9486932,1.3927269,1.5760541,0.0,0.0,0.0,1.9809649,1.2783688,0.0,0.0,1.6103747,0.0,7.390496,0.3944467,1.3130422,0.0,0.7819382,0.0,2.8046494,1.7328123,8.813269,0.0,0.0,2.377445,0.36855522,0.21562946,1.9499131,0.13880588,0.0,0.0,0.8846891,0.0,0.0,1.2634298,1.505871,0.21379495,0.0,0.0,2.292022,0.0,1.9924632,0.35702825,0.0,0.16654168,0.0,0.6289826,0.0,1.6343926,1.3612796,0.0,0.8140741,2.523627
Es,0.0,0.26839122,0.0,3.1250615,1.6204062,0.0,2.409412,1.9636694,2.6599026,2.6899133,0.0,0.0,0.041563943,3.442451,2.30094,0.0,0.0,3.042837,0.0,9.575606,0.0,2.7504015,0.0,0.0,0.0,4.42206,3.0203924,9.715958,0.0,0.0,4.3084507,0.0,0.65739757,3.508337,0.020794876,0.0,0.0,1.6173531,0.0,0.0,1.8673693,2.8260887,0.94446504,0.0,0.0,3.1293209,0.0,1.7110616,0.0,0.0,0.09576698,0.0,1.4351457,0.0,2.905798,2.6298285,0.0,0.0025279191,3.8659148
Fm,0.0,0.0,0.0,2.0657535,0.94073784,0.0,1.5856886,1.3437803,1.7609309,1.7548385,0.0,0.0,0.046830505,2.3236413,1.5709172,0.0,0.0,2.020073,0.0,5.7552905,0.0,1.8573912,0.0,0.0,0.0,2.8657367,2.0207906,5.7930956,0.0,0.0,2.7928994,0.0,0.47743925,2.292265,0.0,0.0,0.0,1.0767812,0.0,0.0,1.1806706,1.875687,0.69090295,0.0,0.0,1.9542621,0.0,0.98178536,0.0,0.0,0.086088546,0.0,1.0168679,0.0,1.9394234,1.743926,0.0,0.0,2.4460745
Md,0.0,0.0,0.0,2.0657535,0.94073784,0.0,1.5856886,1.3437803,1.7609309,1.7548385,0.0,0.0,0.046830505,2.3236413,1.5709172,0.0,0.0,2.020073,0.0,5.7552905,0.0,1.8573912,0.0,0.0,0.0,2.8657367,2.0207906,5.7930956,0.0,0.0,2.7928994,0.0,0.47743925,2.292265,0.0,0.0,0.0,1.0767812,0.0,0.0,1.1806706,1.875687,0.69090295,0.0,0.0,1.9542621,0.0,0.98178536,0.0,0.0,0.086088546,0.0,1.0168679,0.0,1.9394234,1.743926,0.0,0.0,2.4460745
No,0.0,0.0,0.0,2.0657535,0.94073784,0.0,1.5856886,1.3437803,1.7609309,1.7548385,0.0,0.0,0.046830505,2.3236413,1.5709172,0.0,0.0,2.020073,0.0,5.7552905,0.0,1.8573912,0.0,0.0,0.0,2.8657367,2.0207906,5.7930956,0.0,0.0,2.7928994,0.0,0.47743925,2.292265,0.0,0.0,0.0,1.0767812,0.0,0.0,1.1806706,1.875687,0.69090295,0.0,0.0,1.9542621,0.0,0.98178536,0.0,0.0,0.086088546,0.0,1.0168679,0.0,1.9394234,1.743926,0.0,0.0,2.4460745
Lr,0.0,0.0,0.0,2.0657537,0.94073784,0.0,1.5856886,1.3437803,1.7609309,1.7548385,0.0,0.0,0.046830505,2.3236413,1.5709172,0.0,0.0,2.020073,0.0,5.755291,0.0,1.8573912,0.0,0.0,0.0,2.8657367,2.0207906,5.7930956,0.0,0.0,2.7928994,0.0,0.47743925,2.2922652,0.0,0.0,0.0,1.0767812,0.0,0.0,1.1806706,1.875687,0.69090295,0.0,0.0,1.9542621,0.0,0.98178536,0.0,0.0,0.086088546,0.0,1.0168679,0.0,1.9394234,1.743926,0.0,0.0,2.4460745
Rf,0.0,0.0,0.0,2.0657537,0.94073784,0.0,1.5856886,1.3437803,1.7609309,1.7548385,0.0,0.0,0.046830505,2.3236413,1.5709172,0.0,0.0,2.020073,0.0,5.755291,0.0,1.8573912,0.0,0.0,0.0,2.8657367,2.0207906,5.7930956,0.0,0.0,2.7928994,0.0,0.47743925,2.2922652,0.0,0.0,0.0,1.0767812,0.0,0.0,1.1806706,1.875687,0.69090295,0.0,0.0,1.9542621,0.0,0.98178536,0.0,0.0,0.086088546,0.0,1.0168679,0.0,1.9394234,1.743926,0.0,0.0,2.4460745
Db,0.0,0.0,0.0,2.0657537,0.94073784,0.0,1.5856886,1.3437803,1.7609309,1.7548385,0.0,0.0,0.046830505,2.3236413,1.5709172,0.0,0.0,2.020073,0.0,5.755291,0.0,1.8573912,0.0,0.0,0.0,2.8657367,2.0207906,5.7930956,0.0,0.0,2.7928994,0.0,0.47743925,2.2922652,0.0,0.0,0.0,1.0767812,0.0,0.0,1.1806706,1.875687,0.69090295,0.0,0.0,1.9542621,0.0,0.98178536,0.0,0.0,0.086088546,0.0,1.0168679,0.0,1.9394234,1.743926,0.0,0.0,2.4460745
Sg,0.0,0.0,0.0,2.0657535,0.94073784,0.0,1.5856886,1.3437803,1.760931,1.7548385,0.0,0.0,0.046830505,2.3236413,1.5709172,0.0,0.0,2.020073,0.0,5.7552905,0.0,1.8573912,0.0,0.0,0.0,2.8657367,2.0207906,5.7930956,0.0,0.0,2.7928994,0.0,0.47743925,2.292265,0.0,0.0,0.0,1.0767812,0.0,0.0,1.1806705,1.875687,0.69090295,0.0,0.0,1.9542621,0.0,0.98178536,0.0,0.0,0.08608854,0.0,1.0168679,0.0,1.9394234,1.743926,0.0,0.0,2.4460745
Bh,0.0,0.0,0.0,2.0657535,0.94073784,0.0,1.5856886,1.3437803,1.760931,1.7548385,0.0,0.0,0.046830505,2.3236413,1.5709172,0.0,0.0,2.020073,0.0,5.7552905,0.0,1.8573912,0.0,0.0,0.0,2.8657367,2.0207906,5.7930956,0.0,0.0,2.7928994,0.0,0.47743925,2.292265,0.0,0.0,0.0,1.0767812,0.0,0.0,1.1806705,1.875687,0.69090295,0.0,0.0,1.9542621,0.0,0.98178536,0.0,0.0,0.08608854,0.0,1.0168679,0.0,1.9394234,1.743926,0.0,0.0,2.4460745
Hs,0.0,0.0,0.0,2.0657535,0.94073784,0.0,1.5856886,1.3437803,1.760931,1.7548385,0.0,0.0,0.046830505,2.3236413,1.5709172,0.0,0.0,2.020073,0.0,5.7552905,0.0,1.8573912,0.0,0.0,0.0,2.8657367,2.0207906,5.7930956,0.0,0.0,2.7928994,0.0,0.47743925,2.292265,0.0,0.0,0.0,1.0767812,0.0,0.0,1.1806705,1.875687,0.69090295,0.0,0.0,1.9542621,0.0,0.98178536,0.0,0.0,0.08608854,0.0,1.0168679,0.0,1.9394234,1.743926,0.0,0.0,2.4460745
Mt,0.0,0.0,0.0,2.0657537,0.9407378,0.0,1.5856886,1.3437804,1.760931,1.7548385,0.0,0.0,0.046830505,2.3236413,1.5709172,0.0,0.0,2.020073,0.0,5.755291,0.0,1.8573912,0.0,0.0,0.0,2.8657367,2.0207906,5.7930956,0.0,0.0,2.7928996,0.0,0.47743925,2.2922652,0.0,0.0,0.0,1.0767812,0.0,0.0,1.1806706,1.875687,0.69090295,0.0,0.0,1.9542621,0.0,0.98178536,0.0,0.0,0.086088546,0.0,1.0168679,0.0,1.9394234,1.743926,0.0,0.0,2.4460745
Ds,0.0,0.0,0.0,2.0657537,0.9407378,0.0,1.5856886,1.3437804,1.760931,1.7548385,0.0,0.0,0.046830505,2.3236413,1.5709172,0.0,0.0,2.020073,0.0,5.755291,0.0,1.8573912,0.0,0.0,0.0,2.8657367,2.0207906,5.7930956,0.0,0.0,2.7928996,0.0,0.47743925,2.2922652,0.0,0.0,0.0,1.0767812,0.0,0.0,1.1806706,1.875687,0.69090295,0.0,0.0,1.9542621,0.0,0.98178536,0.0,0.0,0.086088546,0.0,1.0168679,0.0,1.9394234,1.743926,0.0,0.0,2.4460745
Rg,0.0,0.0,0.0,2.0657537,0.9407378,0.0,1.5856886,1.3437804,1.760931,1.7548385,0.0,0.0,0.046830505,2.3236413,1.5709172,0.0,0.0,2.020073,0.0,5.755291,0.0,1.8573912,0.0,0.0,0.0,2.8657367,2.0207906,5.7930956,0.0,0.0,2.7928996,0.0,0.47743925,2.2922652,0.0,0.0,0.0,1.0767812,0.0,0.0,1.1806706,1.875687,0.69090295,0.0,0.0,1.9542621,0.0,0.98178536,0.0,0.0,0.086088546,0.0,1.0168679,0.0,1.9394234,1.743926,0.0,0.0,2.4460745
Cn,0.0,0.0,0.0,2.0657535,0.9407378,0.0,1.5856886,1.3437804,1.7609309,1.7548385,0.0,0.0,0.046830505,2.3236413,1.5709172,0.0,0.0,2.020073,0.0,5.755291,0.0,1.8573912,0.0,0.0,0.0,2.8657367,2.0207906,5.793096,0.0,0.0,2.7928996,0.0,0.47743925,2.292265,0.0,0.0,0.0,1.0767812,0.0,0.0,1.1806706,1.875687,0.69090295,0.0,0.0,1.954262,0.0,0.98178536,0.0,0.0,0.08608855,0.0,1.016868,0.0,1.9394234,1.743926,0.0,0.0,2.4460742
Nh,0.0,0.0,0.0,2.0657535,0.9407378,0.0,1.5856886,1.3437804,1.7609309,1.7548385,0.0,0.0,0.046830505,2.3236413,1.5709172,0.0,0.0,2.020073,0.0,5.755291,0.0,1.8573912,0.0,0.0,0.0,2.8657367,2.0207906,5.793096,0.0,0.0,2.7928996,0.0,0.47743925,2.292265,0.0,0.0,0.0,1.0767812,0.0,0.0,1.1806706,1.875687,0.69090295,0.0,0.0,1.954262,0.0,0.98178536,0.0,0.0,0.08608855,0.0,1.016868,0.0,1.9394234,1.743926,0.0,0.0,2.4460742
Fl,0.0,0.0,0.0,2.0657535,0.9407378,0.0,1.5856886,1.3437804,1.7609309,1.7548385,0.0,0.0,0.046830505,2.3236413,1.5709172,0.0,0.0,2.020073,0.0,5.755291,0.0,1.8573912,0.0,0.0,0.0,2.8657367,2.0207906,5.793096,0.0,0.0,2.7928996,0.0,0.47743925,2.292265,0.0,0.0,0.0,1.0767812,0.0,0.0,1.1806706,1.875687,0.69090295,0.0,0.0,1.954262,0.0,0.98178536,0.0,0.0,0.08608855,0.0,1.016868,0.0,1.9394234,1.743926,0.0,0.0,2.4460742
Mc,0.0,0.0,0.0,2.0657535,0.94073784,0.0,1.5856886,1.3437803,1.760931,1.7548385,0.0,0.0,0.046830505,2.3236413,1.5709172,0.0,0.0,2.020073,0.0,5.755291,0.0,1.8573912,0.0,0.0,0.0,2.8657365,2.0207906,5.7930956,0.0,0.0,2.7928991,0.0,0.47743925,2.292265,0.0,0.0,0.0,1.0767812,0.0,0.0,1.1806706,1.875687,0.690903,0.0,0.0,1.9542621,0.0,0.9817853,0.0,0.0,0.086088546,0.0,1.0168679,0.0,1.9394234,1.743926,0.0,0.0,2.4460745
Lv,0.0,0.0,0.0,2.0657535,0.94073784,0.0,1.5856886,1.3437803,1.760931,1.7548385,0.0,0.0,0.046830505,2.3236413,1.5709172,0.0,0.0,2.020073,0.0,5.755291,0.0,1.8573912,0.0,0.0,0.0,2.8657365,2.0207906,5.7930956,0.0,0.0,2.7928991,0.0,0.47743925,2.292265,0.0,0.0,0.0,1.0767812,0.0,0.0,1.1806706,1.875687,0.690903,0.0,0.0,1.9542621,0.0,0.9817853,0.0,0.0,0.086088546,0.0,1.0168679,0.0,1.9394234,1.743926,0.0,0.0,2.4460745
Ts,0.0,0.0,0.0,2.0657537,0.94073784,0.0,1.5856886,1.3437804,1.7609309,1.7548385,0.0,0.0,0.046830505,2.323641,1.5709172,0.0,0.0,2.0200727,0.0,5.7552905,0.0,1.8573912,0.0,0.0,0.0,2.8657367,2.0207906,5.7930956,0.0,0.0,2.7928991,0.0,0.47743928,2.292265,0.0,0.0,0.0,1.0767812,0.0,0.0,1.1806706,1.8756869,0.69090295,0.0,0.0,1.954262,0.0,0.9817853,0.0,0.0,0.086088546,0.0,1.016868,0.0,1.9394233,1.743926,0.0,0.0,2.4460742
Og,0.0,0.0,0.0,2.0657537,0.94073784,0.0,1.5856886,1.3437804,1.7609309,1.7548385,0.0,0.0,0.046830505,2.323641,1.5709172,0.0,0.0,2.0200727,0.0,5.7552905,0.0,1.8573912,0.0,0.0,0.0,2.8657367,2.0207906,5.7930956,0.0,0.0,2.7928991,0.0,0.47743928,2.292265,0.0,0.0,0.0,1.0767812,0.0,0.0,1.1806706,1.8756869,0.69090295,0.0,0.0,1.954262,0.0,0.9817853,0.0,0.0,0.086088546,0.0,1.016868,0.0,1.9394233,1.743926,0.0,0.0,2.4460742
