Phase fields,scores,Norm. scores
C Cl Co N       , 26.519,    0.277
Ba Cl Ga S      , 28.473,     0.44
Ba Br Ga S      , 29.644,    0.538
Ba Cl Ga Se     , 29.637,    0.537
Ba Cl In Se     , 28.039,    0.404
Ba F In Se      , 28.875,    0.473
Ce F O Se       , 28.761,    0.464
Bi F S Sr       ,   29.0,    0.484
Li Mn O S       , 26.981,    0.315
Ag Nb S Te      , 28.941,    0.479
Ag S Te V       , 28.683,    0.457
F Hf K O        , 29.319,     0.51
La O Se Zn      , 27.312,    0.343
Ba F In S       , 27.679,    0.374
F O Sc Se       , 28.932,    0.478
B Cl Na O       , 27.214,    0.335
B F K O         , 27.445,    0.354
Ba Hg S Se      , 29.191,      0.5
Ca Fe O S       , 24.605,    0.117
Cd Ce O Se      , 28.842,    0.471
B Br Na O       , 28.438,    0.437
Ca Co O S       , 25.821,    0.218
Ba Co O S       , 25.659,    0.205
I O Pb V        , 28.139,    0.412
F I Na O        , 28.437,    0.437
F O Sc Te       , 29.008,    0.485
As F O Sr       , 27.663,    0.372
As Ba Cl O      , 25.896,    0.225
Eu N Nb O       , 29.801,    0.551
As Cl O Sr      , 26.789,    0.299
Br C F Te       , 29.249,    0.505
C Cl F Te       , 28.062,    0.406
C F O Te        , 26.549,    0.279
C Cu F O        , 25.054,    0.154
B I O Pb        , 27.876,     0.39
Fe S Te         , 25.191,    0.166
O S Si Y        , 24.875,    0.139
Cl Hg In P      , 28.474,     0.44
As Bi Cl Hg     , 28.847,    0.471
Cl Li N Ti      , 28.628,    0.453
Cl N Na Ti      , 27.715,    0.377
Cl K N Ti       , 27.076,    0.323
Cl N Rb Ti      , 30.308,    0.593
B Br Mg N       , 29.433,     0.52
C Eu F N        , 30.339,    0.596
B Br N Sr       , 30.112,    0.577
B Eu I N        , 31.715,    0.711
Mg N Nb O       , 27.299,    0.342
Ba Cu S Te      , 26.869,    0.306
Au Cl P S       , 27.593,    0.366
B Cl K O        , 26.563,     0.28
Ba Br Cl N      , 28.555,    0.447
Ba Br I N       , 29.667,     0.54
B Br Fe O       , 26.654,    0.288
Ce Cl Nd O      , 30.858,    0.639
Cl Cs Dy S      , 31.333,    0.679
Cl Cs Ho S      , 31.863,    0.723
Cl Cs Dy Se     , 32.395,    0.767
Cl Cs Ho Se     , 32.908,     0.81
Cl Cs Dy Te     , 32.463,    0.773
Cl Cs Ho Te     , 32.975,    0.816
Cl Hg In S      , 27.885,    0.391
Fe N O Ti       , 24.234,    0.086
As La O Ru      , 28.936,    0.479
As Nd O Ru      , 31.128,    0.662
As O Ru Sm      ,  29.57,    0.531
As Gd O Ru      , 29.715,    0.544
B Cl Cm O       , 33.684,    0.875
Cl In O Te      , 25.947,    0.229
C Cl N Sb       , 26.474,    0.273
I P Sn          , 28.571,    0.448
F Li O Re       , 31.829,     0.72
F K O Re        , 30.441,    0.604
Ca I O P        , 27.388,    0.349
As Ba O Ta      , 27.548,    0.363
F O Sb Tc       ,  29.64,    0.537
F O Tc Xe       , 32.452,    0.772
As Cl Hg S      , 27.866,    0.389
As Br Hg S      , 29.062,    0.489
As Br Hg Se     , 30.204,    0.584
As Hg I Se      , 30.149,     0.58
C Cl F I        , 28.563,    0.447
Cl Cr Sm Te     , 29.861,    0.556
Cl Cr Gd Te     , 30.005,    0.568
Cl Cr Tb Te     , 31.129,    0.662
Ce O Se Ti      , 27.994,      0.4
Nd O Se Ti      , 29.754,    0.547
O Se Sm Ti      ,  28.12,     0.41
Cl Os Re Se     , 35.181,      1.0
F N O Pb        , 26.471,    0.273
Cl N Nb P       ,   28.0,      0.4
Cl N P Ti       , 26.723,    0.294
Cl N P Zr       , 27.356,    0.347
Cl S Si Sm      , 28.123,    0.411
Cl K Nb O       , 27.115,    0.326
Cl Nb O Rb      , 30.343,    0.596
Cl In Nb O      , 26.661,    0.289
Cl Ho O Se      , 30.252,    0.588
C I O Rh        , 29.392,    0.517
Cl O Te Zn      , 26.029,    0.236
Gd Nb O S       , 28.312,    0.426
F K O Zr        , 27.335,    0.345
C N S Si        , 25.342,    0.178
I Mn Sb Se      , 29.193,      0.5
Br Cs Mo S      , 29.651,    0.538
Br Cs Mo Se     , 30.771,    0.632
Cl O Ru Sr      , 29.242,    0.504
Li N O S        , 26.404,    0.267
Ce O Se Zn      , 27.856,    0.388
Cu F O Te       , 26.229,    0.252
F O Sc Sr       , 29.781,    0.549
Bi Cu I Se      , 28.341,    0.429
F I O Rb        ,  30.97,    0.648
Cl Co O P       , 25.629,    0.202
Cl Na O Pr      , 29.628,    0.536
I Se Ta U       , 32.238,    0.754
Ag Br I Te      , 30.532,    0.612
As Br Li S      , 29.219,    0.502
As I Li S       , 29.162,    0.497
As I Li Se      ,   30.3,    0.592
Cl N Nb O       , 26.531,    0.278
Ba I P          , 28.668,    0.456
Dy O S Si       , 28.342,    0.429
Gd O S Si       , 26.775,    0.298
O S Si Tm       , 29.478,    0.524
Hg N O          , 26.626,    0.286
Ag Cl Se Te     , 28.832,     0.47
C Cl Eu N       , 29.545,    0.529
C Cl N Sr       , 27.757,     0.38
Mn Nd O Se      , 29.954,    0.564
La Mn O S       , 26.418,    0.268
Cs Gd N Te      , 30.865,     0.64
Cl F K Pb       , 28.542,    0.446
Br F K Pb       ,  29.71,    0.543
Cl F Na Pb      , 29.149,    0.496
Cl K O Pr       , 29.032,    0.487
Cl Eu O Si      , 28.605,    0.451
B Ba N O        , 26.628,    0.286
Br Nb Rb S      , 32.181,    0.749
C I N Y         , 27.819,    0.385
B O P Sr        ,  27.72,    0.377
Br O Ta Te      ,  28.94,    0.479
B Ba O P        , 26.858,    0.305
As B O Sr       , 27.604,    0.367
As B Cs P       , 29.076,     0.49
O S Si Yb       ,   27.8,    0.384
Lu O S Yb       , 31.261,    0.673
Br Cl K W       , 29.467,    0.523
Bi I K O        , 27.313,    0.343
As B Ba O       , 26.738,    0.295
B Cl Mn O       , 26.553,     0.28
Ag I O V        , 28.359,     0.43
Cl O Te V       , 27.207,    0.334
Cl Mo O S       , 25.365,     0.18
Br Gd I Na      , 32.099,    0.743
Cu I S Te       , 27.423,    0.352
Cl N Si W       , 27.535,    0.362
Cl N Si Ti      , 26.568,    0.281
Cl Nb O Ti      , 26.884,    0.307
Cu I S Sb       , 26.978,    0.315
Ca N O W        , 27.008,    0.318
Br Cu S Te      , 27.483,    0.357
Ba Cl O Sm      , 28.098,    0.409
Bi Cl K O       ,   26.1,    0.242
Bi Br K O       , 27.373,    0.348
Cl Nb P S       , 27.624,    0.369
Cl Mo O Tl      , 28.394,    0.433
As Ba Nb O      , 27.286,    0.341
Br Na O W       , 28.648,    0.455
Cl O Pr S       , 28.118,     0.41
Br La N O       , 27.766,    0.381
Er F O Sr       , 31.321,    0.678
Cl Cs O Ru      , 29.299,    0.509
Ag Cl Cr O      , 26.426,    0.269
O Pr S Ti       ,  28.19,    0.416
As O Sr Ta      , 28.389,    0.433
Gd O Si Te      , 28.089,    0.408
O Se Si Tb      , 29.211,    0.502
Ce O S Si       , 26.481,    0.274
As K Nb O       ,  26.95,    0.313
Cl Cs Mo O      , 27.645,    0.371
Al F Ge O       , 27.177,    0.332
B Br Eu N       , 31.767,    0.715
Ag Cl O Si      , 25.877,    0.223
Cl Gd O S       , 26.975,    0.315
F Gd O S        , 27.844,    0.387
Br Cu Mo O      , 26.578,    0.282
Cl Cs Nb S      , 29.167,    0.498
Br Re Se        , 32.819,    0.803
Cl Re Se        , 31.765,    0.715
Ca O P Se       , 26.782,    0.299
O P S Sr        , 26.236,    0.253
Ba O P S        , 25.324,    0.177
As Hg I Sn      , 30.103,    0.576
Br Cr O P       , 26.987,    0.316
Cr I O P        , 26.926,    0.311
F N O U         , 28.363,    0.431
Dy O Se Si      , 29.512,    0.527
Ho O Se Si      , 30.074,    0.574
F Mn O Si       , 26.412,    0.268
Cl Hf O S       , 27.564,    0.364
F La O Se       , 28.235,     0.42
F I O Te        , 28.169,    0.415
F Gd O Se       , 29.033,    0.487
Ba Br F Pb      , 30.016,    0.569
Ba F I Pb       , 29.961,    0.564
Ba Cl Eu F      , 31.526,    0.695
As Cl Hg Ti     , 28.571,    0.448
As Br Hg Ti     , 29.738,    0.546
As Cl Hg Mo     , 29.096,    0.492
Cu I P Se       , 27.942,    0.396
Cl Hg P Ti      , 28.683,    0.457
N O Si Yb       , 28.174,    0.415
B Br I P        , 30.034,     0.57
As Br Cr Hg     , 29.971,    0.565
Cl O S Ta       , 26.408,    0.267
As Cl Hg Tl     , 30.649,    0.622
Cs F O Te       , 28.528,    0.444
Al Bi Cl Te     , 27.551,    0.363
Dy F O Se       , 30.484,    0.608
Cl Hg O P       ,  27.13,    0.328
As Br Hg O      , 28.244,    0.421
Br Cu Hg Se     , 29.671,     0.54
Ag Br Hg S      , 29.818,    0.552
Al Cl O Sn      , 25.482,     0.19
I Pr S Si       , 30.451,    0.605
I Nd S Si       , 30.826,    0.636
I S Si Sm       , 29.252,    0.505
I S Si Tb       , 30.545,    0.613
Br Hg P Sn      , 30.264,    0.589
As Br Hg Sn     , 30.158,    0.581
As Cl Hg Sn     , 29.007,    0.484
Cl Hg P Sn      , 29.117,    0.494
Cl F Sb Xe      , 31.209,    0.668
Br Gd S Si      , 29.455,    0.522
Br La S Si      , 28.668,    0.456
Br Nd S Si      , 30.879,    0.641
Br Pr S Si      , 30.505,     0.61
Br S Si Sm      , 29.308,     0.51
F Ge O V        , 28.676,    0.457
Ag Bi Cl S      , 27.335,    0.345
Cl La S Si      , 27.455,    0.355
Cl Pr S Si      , 29.368,    0.515
B N O Sr        , 27.497,    0.358
B La N O        , 27.335,    0.345
Ag Bi Cl Se     , 28.546,    0.446
Cl Mo N         ,  27.95,    0.396
Br F N O        , 27.306,    0.342
Cl Hf Hg Se     , 31.683,    0.708
Br Hg Se Zr     , 30.976,    0.649
Cl Hg Se Zr     , 29.857,    0.555
Cl Hg S Zr      , 28.701,    0.459
Ag I S Sb       , 28.359,     0.43
Hg O Se         , 28.328,    0.428
B Cl N P        , 27.466,    0.356
C Cl Hg N       , 27.973,    0.398
Cl Nd S Si      , 29.756,    0.547
Br Ce N S       , 29.118,    0.494
Br La N S       , 28.598,     0.45
Br N Nd S       , 30.813,    0.635
Br N Pr S       , 30.438,    0.604
Cl Nd O Se      , 29.686,    0.541
Cl Er O Se      , 29.725,    0.544
C Ca N S        , 26.383,    0.265
Na Ni O S       , 25.328,    0.177
Cu Na O S       , 24.895,    0.141
Co Na O S       , 25.984,    0.232
Cl N O V        , 26.249,    0.254
B Cl Er O       , 29.932,    0.562
B Cl La O       , 27.604,    0.367
B Ce Cl O       , 28.143,    0.412
Bi K S Se       , 27.569,    0.364
Bi Br O Se      , 27.654,    0.371
Cu Hg I S       , 28.451,    0.438
I Li S Sb       , 29.522,    0.527
Ba Ca Cl F      , 29.202,    0.501
Ba Br Ca F      , 30.345,    0.596
Br Cu P Se      , 28.001,      0.4
C F N S         , 26.468,    0.272
Ag As Cl Hg     , 29.118,    0.494
C Cl La N       , 27.597,    0.367
B I Mg N        , 29.377,    0.515
B Cl Mg N       , 28.253,    0.422
Ag Bi Br S      , 28.553,    0.447
As Br Hg Yb     , 32.479,    0.774
N Pr Se Si      , 30.254,    0.589
Gd O S Ti       ,  27.05,    0.321
Al Bi Cl S      ,  26.21,    0.251
Al Bi Cl Se     ,  27.47,    0.356
Ba Ge Se Te     , 30.021,    0.569
Br In Se        , 28.489,    0.441
Cl In S         , 25.998,    0.233
F Hg O P        , 27.994,      0.4
Cu I S Si       ,  26.55,    0.279
Br Cu S Si      , 26.612,    0.284
Br Cu Ge S      , 28.103,    0.409
Cu Ge I S       , 28.045,    0.404
As Cu I S       , 26.584,    0.282
As Br Cu S      , 26.646,    0.287
Cu I P S        , 26.705,    0.292
Cl Cu P S       , 25.463,    0.189
Cu Ge I Se      , 29.226,    0.503
Cu I Se Si      , 27.794,    0.383
Cl N Na W       , 28.643,    0.454
Ba O P Se       , 26.626,    0.286
Ag S Te         , 28.284,    0.424
Bi I Mn Se      , 29.326,    0.511
Cl Nb O Tl      , 29.083,    0.491
Br Nb O Tl      ,  30.23,    0.587
Bi Br Mn S      , 28.207,    0.418
Br S V          , 27.984,    0.399
As Br Cu Hg     , 28.974,    0.482
Ag Cl Ge S      , 28.251,    0.421
Ag Br Ge S      , 29.431,     0.52
Br Cu O Sb      , 26.158,    0.247
Cl Cu O Sb      , 24.823,    0.135
Br Mo Rb Se     , 32.614,    0.786
Br Mo Rb Te     , 32.682,    0.791
Ag Br Cl Te     , 29.452,    0.522
Ag Cl S Te      , 27.634,     0.37
Ba Cl F Na      , 29.346,    0.513
Br Co O Te      , 27.637,     0.37
Cl Co O Te      , 26.376,    0.265
Au Cl F P       , 29.063,    0.489
As F Fe O       , 25.233,    0.169
Cl O Si Tb      , 28.659,    0.455
Cl Dy O Si      , 28.966,    0.481
Cl Gd O Si      , 27.434,    0.353
Br Fe N O       , 25.521,    0.193
O Rb Sb Te      , 29.921,    0.561
Cl Cu O Pb      , 25.043,    0.153
Cl F O P        , 26.265,    0.256
N Nd O Si       , 28.701,    0.459
Cl Hg O W       , 28.195,    0.417
Cl O Tl W       , 28.779,    0.465
Ce I N O        , 28.243,    0.421
I La N O        , 27.706,    0.376
Ce O P Zn       , 27.231,    0.336
O P Pr Zn       , 28.639,    0.454
Ce Cu O Te      , 27.262,    0.339
Cu Nd O Te      , 29.067,    0.489
As Cl La O      , 26.622,    0.285
Ag Cl P S       , 26.921,     0.31
As Cl Nd O      ,  28.99,    0.483
C Eu I N        , 30.621,    0.619
I O Sm          , 30.488,    0.608
F Np O P        , 31.794,    0.717
Ag F O P        , 26.935,    0.311
C Dy N O        , 28.479,     0.44
C Ho N O        , 29.061,    0.489
C N O Tm        , 29.609,    0.535
C N O Yb        ,  27.94,    0.395
Cl Co O Se      , 26.293,    0.258
Br Co O Se      , 27.557,    0.363
As Cd Hg I      , 30.484,    0.608
Cl Ga O Re      , 30.771,    0.632
Cl N O Re       , 29.116,    0.494
N O Pr Se       , 29.042,    0.487
N O P Zn        , 24.976,    0.148
F Lu O Se       , 30.298,    0.592
Cs I Mo Se      , 30.717,    0.627
Cl Nb S Tl      , 29.878,    0.557
Br N Nd Se      , 31.892,    0.725
Ba Cl N Ta      , 28.907,    0.476
Cl Fe La S      , 26.792,      0.3
Br Fe La S      , 28.034,    0.403
Fe I La S       , 27.975,    0.398
Br Li P S       , 29.328,    0.511
I Li P S        , 29.272,    0.507
Cl Li P S       , 28.144,    0.412
O P Y Zn        , 25.672,    0.206
Gd O P Zn       , 27.518,     0.36
O P Sm Zn       , 27.361,    0.347
Dy O P Zn       , 29.045,    0.488
Cl O Se Sm      , 28.048,    0.404
Cl Eu O Se      , 29.342,    0.512
Cl Gd O Se      , 28.201,    0.417
Cl Dy O Se      , 29.694,    0.542
Cl O Se Tm      , 30.779,    0.632
Cl O Se Yb      , 29.177,    0.499
Cl O Se Sr      , 27.541,    0.362
Cl O Sr Te      , 27.621,    0.369
Cl Cu O W       , 25.697,    0.208
Ag Bi Br Se     , 29.714,    0.544
F O S Tc        , 28.821,    0.469
Br C Cl Pr      , 30.873,     0.64
Ag Br Se Te     , 29.989,    0.566
Br Co O Sb      , 27.196,    0.333
Ag I O Se       , 27.877,     0.39
Ag I O Te       , 27.956,    0.397
B Ba Cl N       , 28.136,    0.412
Ce Nb O S       , 28.034,    0.403
Ce O Se         , 28.488,    0.441
Nd O Se         , 30.219,    0.586
O Se Sm         , 28.612,    0.452
Cl P S Ta       , 27.883,    0.391
Cl O Re S       , 28.755,    0.463
F Mo O Sm       , 28.926,    0.478
Eu F Mo O       , 30.181,    0.582
F Gd Mo O       , 29.074,     0.49
F Mo O Tb       , 30.233,    0.587
Dy F Mo O       , 30.523,    0.611
F Ho Mo O       , 31.067,    0.656
Er F Mo O       , 30.554,    0.614
F Mo O Tm       ,  31.58,    0.699
F La Mo O       , 28.277,    0.424
Br Gd O Se      , 29.384,    0.516
Cu Eu F Te      , 30.899,    0.642
Ag Ba F Te      , 29.693,    0.542
K O S V         , 26.165,    0.247
Cs N Tb Te      , 31.959,    0.731
Cl Hg Te U      , 31.376,    0.682
As Cl Hg U      , 30.646,    0.621
O Os P Pr       , 32.931,    0.812
Ba N O Os       ,  30.42,    0.602
N Nd O Se       , 29.436,     0.52
Ce N O Se       , 27.655,    0.372
Ba N O Re       , 29.706,    0.543
As Cl Cu S      , 25.337,    0.178
Ag Cr I O       , 27.624,    0.369
C F La N        , 28.446,    0.438
K Se Sn Te      , 29.006,    0.484
I La N Na       , 30.029,     0.57
Ce I N Na       , 30.525,    0.611
I N Na Pr       , 31.787,    0.717
I N Na Nd       , 32.146,    0.747
F O Se Yb       , 29.981,    0.566
Er F O Se       , 30.515,     0.61
F O Se Tm       , 31.543,    0.696
Cl Dy Mo O      , 29.734,    0.545
Cl Er Mo O      , 29.765,    0.548
Cl Eu Mo O      , 29.382,    0.516
Cl Gd Mo O      , 28.244,    0.421
Cl Ho Mo O      , 30.292,    0.592
Cl Lu Mo O      , 29.542,    0.529
Cl Mo O Sm      , 28.091,    0.408
Cl Mo O Tb      , 29.435,     0.52
Cl Mo O Tm      , 30.818,    0.636
Cl Mo O Yb      , 29.217,    0.502
Cl P Se Ta      , 29.071,     0.49
Cl Nb P Se      , 28.822,    0.469
Ce Cl N S       , 27.924,    0.394
C N O Sr        , 26.227,    0.252
B F O Yb        , 30.187,    0.583
B F Li O        , 28.976,    0.482
Br In O Te      , 27.227,    0.336
Ag O P Se       , 26.642,    0.287
Ag O P Te       , 26.725,    0.294
Cl Mo Nd O      , 29.726,    0.545
B F La O        , 28.453,    0.438
Cl Eu O P       , 28.748,    0.463
Er F O S        , 29.385,    0.516
N O Pr Si       , 28.298,    0.425
Eu F S          , 33.281,    0.841
As Ce Cl O      ,  27.18,    0.332
Cl P S Ti       , 26.329,    0.261
Ag As I O       , 27.134,    0.328
Hg I S Zn       , 29.096,    0.492
Cl Hg S Zn      , 27.961,    0.397
In K Se Te      ,  28.36,     0.43
N O Se Tb       , 29.142,    0.496
La N O S        , 25.829,    0.219
Cl La Mo O      , 27.423,    0.352
Ce Cl Mo O      , 27.964,    0.397
Cl Mo O Pr      , 29.337,    0.512
Cl N O Sn       , 25.674,    0.206
Br Cs S Tc      , 31.919,    0.728
Br Cs Se Tc     , 32.962,    0.815
B F O Pr        , 30.303,    0.593
As Br Hg In     , 29.537,    0.529
As Cl O Pr      ,  28.59,     0.45
Ag Cl O W       , 27.143,    0.329
B Er F O        , 30.717,    0.627
Cl Li O P       , 27.298,    0.342
Br Li O P       , 28.518,    0.444
B Eu F O        , 30.346,    0.596
I Mo Nb O       , 28.597,     0.45
C Dy I O        , 29.844,    0.554
Bi Br Cu Se     , 28.399,    0.434
Al F K O        , 26.158,    0.247
Ag O S Te       , 26.097,    0.241
I Mo Te         , 29.987,    0.566
B F O Tm        , 31.738,    0.713
As Br La O      , 27.871,     0.39
As Fe Gd O      , 26.603,    0.284
As Fe O Tb      , 27.865,    0.389
B Dy F O        , 30.687,    0.625
F O S Tb        , 29.052,    0.488
F Ho O S        , 29.919,    0.561
F Nd O S        , 29.346,    0.513
F O S Sm        , 27.689,    0.374
As Br O Pr      , 29.757,    0.547
Cl Cu P Se      , 26.758,    0.297
Br O Pb Se      , 27.712,    0.376
I O Pb Se       , 27.653,    0.371
C Li N O        , 26.627,    0.286
As Cl In O      , 25.059,    0.155
As Br In O      , 26.383,    0.265
Cl Cs Mo S      ,  28.48,     0.44
Cd Cl I O       , 27.601,    0.367
Cl O Ta Te      , 27.739,    0.379
Cl O Se Y       , 26.404,    0.267
F O Xe          ,  32.65,    0.789
Bi I In Se      , 28.916,    0.477
La S Se         , 27.583,    0.366
Br Cl O Sr      , 28.189,    0.416
O Se Sm U       , 30.226,    0.586
C N O Si        , 24.399,      0.1
K Mo O S        , 25.689,    0.207
Mo O Rb S       , 29.075,     0.49
F O S Tl        , 27.996,      0.4
Ba Br O Te      , 27.999,      0.4
Ba O Te Yb      ,  29.84,    0.554
B F Na O        , 28.075,    0.407
Bi Br O W       , 28.092,    0.408
Bi Cl O W       , 26.853,    0.305
Mn O Se Sr      , 27.829,    0.386
F O Pr S        , 28.952,     0.48
Br La Mo O      , 28.637,    0.454
Br Ce Mo O      , 29.156,    0.497
Cl Ga Sb Te     ,  29.33,    0.511
Br Mo O Pr      , 30.475,    0.607
Br Mo Nd O      ,  30.85,    0.638
Br Mo O Sm      , 29.277,    0.507
Br Gd Mo O      , 29.424,    0.519
Br Mo O Tb      ,  30.57,    0.615
Br Dy Mo O      , 30.857,    0.639
Br Ho Mo O      , 31.395,    0.684
Br Er Mo O      , 30.887,    0.641
Br Mo O Tm      , 31.903,    0.726
Br Mo O Yb      ,  30.36,    0.597
Br Lu Mo O      , 30.673,    0.624
B F Ho O        , 31.228,     0.67
Cl O Tb W       , 29.808,    0.551
B F Nd O        ,  30.68,    0.624
Ba In S Te      , 27.475,    0.357
Ba In Se Te     ,  28.68,    0.457
Cl Cr O Te      ,  26.44,     0.27
B Ce F O        , 28.976,    0.482
B Cl O Tm       ,  30.98,    0.649
B Cl Dy O       , 29.901,    0.559
B Cl Gd O       ,  28.42,    0.435
B Cl Ho O       , 30.456,    0.605
B Cl O Tb       , 29.605,    0.534
As Cl Hf Hg     , 31.031,    0.653
Cl Hf Hg P      , 31.135,    0.662
As Cl Hg Zr     , 29.164,    0.498
Cl Hg P Zr      , 29.274,    0.507
B Eu N O        ,   29.3,    0.509
As Cl Eu O      , 28.637,    0.454
As Cl Gd O      , 27.467,    0.356
As Cl O Sm      ,  27.31,    0.343
Cl La O P       , 26.742,    0.295
Cl O P Pr       , 28.702,    0.459
B F O Tb        , 30.398,    0.601
Bi Br Cl O      ,  27.07,    0.323
Cd Cl O Se      ,   27.0,    0.317
Al Br Sb Se     , 28.547,    0.446
Co F O Sb       , 26.817,    0.302
F Ni O Sb       , 26.182,    0.249
Cl Ga Sb Se     , 29.254,    0.505
Cl Ga S Sb      , 28.074,    0.407
Ce F Mo O       , 28.803,    0.467
F Mo O Pr       , 30.137,    0.579
F Mo Nd O       , 30.516,     0.61
Al Cl Nb Se     , 28.436,    0.437
Cl Dy O W       , 30.102,    0.576
Cl Ho O W       , 30.653,    0.622
Cl Er O W       , 30.133,    0.578
Cl O Tm W       , 31.173,    0.665
Cl O W Yb       , 29.592,    0.533
Cl Lu O W       , 29.913,     0.56
Ba I O P        , 27.236,    0.337
I O P Sr        , 28.086,    0.408
Ba Cl In S      , 26.805,    0.301
Cl K O U        , 28.075,    0.407
Cs Fe O S       , 25.445,    0.187
Gd N O Te       , 28.017,    0.402
Gd N O Se       , 27.938,    0.395
Ba Fe O S       , 24.435,    0.103
C Ca N O        , 25.479,     0.19
Ba Br N P       , 28.511,    0.443
Bi Cl Ga Se     , 29.386,    0.516
Bi Cl Ga Te     , 29.461,    0.522
Al I Sb Te      , 28.567,    0.448
O P Te U        , 28.382,    0.432
Br Dy O W       , 31.212,    0.669
Br Er O W       , 31.242,    0.671
Br Gd O W       , 29.796,     0.55
Br Ho O W       , 31.744,    0.713
Br O Tb W       , 30.928,    0.645
Br O Tm W       , 32.247,    0.755
Br O W Yb       , 30.721,    0.628
Cl Ga P Se      , 29.002,    0.484
Al Cl P Se      , 27.059,    0.322
Al Cl Sb Se     , 27.329,    0.344
Br O W Y        , 28.101,    0.409
As Au O Sm      , 28.602,    0.451
As Au Nd O      , 30.209,    0.585
As Cl Pr S      , 29.399,    0.517
Eu I O          , 32.832,    0.804
F N O Sb        , 26.263,    0.255
Fe Nd O S       , 27.693,    0.375
Cl Cs Fe Se     , 28.244,    0.421
F La N Si       , 28.676,    0.457
F O Pr Se       , 30.098,    0.576
F Nd O Se       , 30.477,    0.607
F O Se Sm       , 28.884,    0.474
F O Se Tb       , 30.194,    0.584
Ce Cs F O       , 29.671,     0.54
Ce F K O        , 28.492,    0.441
Ce F O Rb       , 31.579,    0.699
Ba Br Fe S      , 27.345,    0.346
B O S Sm        ,  27.63,    0.369
Ba Cl S Sb      , 27.177,    0.332
Cr F Nb O       , 28.004,    0.401
Bi O Se Sr      , 27.901,    0.392
O Sb Se Sr      , 27.761,     0.38
Ba Bi O Se      , 27.044,    0.321
Mo S Se Sm      , 29.461,    0.522
Eu Mo S Se      , 30.694,    0.625
La Mo S Se      , 28.824,    0.469
Ag Mo S Se      ,  28.17,    0.415
Cd Cr Se Te     , 29.426,    0.519
Cd Ge S Se      , 29.098,    0.492
S Se Ta Tl      , 30.643,    0.621
Ga S Se Tl      , 30.578,    0.616
Ba Mn Se Te     , 29.092,    0.492
Ba Mn S Se      , 27.826,    0.386
Ga Mo S Se      , 29.021,    0.486
S Sb Se Tl      , 29.375,    0.515
As P Si Zn      , 26.486,    0.274
Ag Ga Se Te     , 30.259,    0.589
Ag In S Se      ,  27.41,    0.351
Ag In Se Te     , 28.695,    0.458
Al S Se Zn      , 26.369,    0.264
As Cd Cr Se     , 28.646,    0.454
As Cd Ge P      , 28.966,    0.481
As Cd P Zn      ,  27.65,    0.371
As Co Ni S      , 26.043,    0.237
As Cr Cu Se     , 26.973,    0.315
As Ge P Zn      , 27.985,    0.399
Bi In S Te      , 27.204,    0.334
Bi In Se Te     , 28.421,    0.436
Bi S Sb Se      , 27.491,    0.358
Bi S Se Te      , 27.927,    0.394
Bi Sb Se Te     , 28.772,    0.465
Cd Ga S Se      , 29.329,    0.511
Cd Hg Se Te     , 30.687,    0.625
Cd S Se Si      ,  27.66,    0.372
Co Cr S Se      , 27.498,    0.358
Cr Se Te        , 28.837,     0.47
Cs Mo S Se      , 29.036,    0.487
Cs S Se W       , 29.413,    0.518
Cu Fe S Se      , 25.221,    0.168
Cu Ga S Se      , 27.697,    0.375
Cu In S Se      , 25.979,    0.232
Cu Nb S Se      , 27.509,    0.359
Cu Nb Se Te     , 28.789,    0.466
Cu S Se V       , 27.237,    0.337
Cu Se Ta Te     , 29.037,    0.487
Cu Se Te V      , 28.529,    0.445
Hg Mo S Se      , 29.184,    0.499
In Ni S Se      , 26.394,    0.266
In S Sb Te      , 27.062,    0.322
In Sb Se Te     , 28.284,    0.424
Li Mo S Se      , 29.341,    0.512
Mo Pb S Se      , 27.948,    0.396
Mo Ru Se Te     ,  30.96,    0.648
Mo S Se Tl      , 29.749,    0.546
Mo Se Te W      , 29.772,    0.548
Ni P S Se       , 26.496,    0.275
S Se Tl         ,  31.27,    0.673
S Se Tl V       , 30.162,    0.581
Se Te Ti        , 28.351,     0.43
S Se Sn         , 27.964,    0.397
Co S Se U       , 29.413,    0.518
Bi Ga S Te      , 28.849,    0.471
Al Cu S Se      , 25.655,    0.205
Ba N O P        , 25.733,    0.211
