Ag I S Sb
Hg O Se Se
B Cl N P
C Cl Hg N
Cl Nd S Si
Cl Nd O Se
Cl Er O Se
C Ca N S
Na Ni O S
Cu Na O S
Co Na O S
Cl N O V
B Cl Er O
B Cl La O
B Ce Cl O
Bi K S Se
Bi Br O Se
Cu Hg I S
I Li S Sb
Ba Ca Cl F
Ba Br Ca F
Br Cu P Se
C F N S
Ag As Cl Hg
C Cl La N
B I Mg N
B Cl Mg N
Ag Bi Br S
As Br Hg Yb
N Pr Se Si
Gd O S Ti
Al Bi Cl S
Al Bi Cl Se
Ba Ge Se Te
Br In In Se
Cl In In S
F Hg O P
Cu I S Si
Br Cu S Si
Br Cu Ge S
Cu Ge I S
As Cu I S
As Br Cu S
Cu I P S
Cl Cu P S
Cu Ge I Se
Cu I Se Si
Cl N Na W
Ba O P Se
Ag S Te Te
Bi I Mn Se
Cl Nb O Tl
Br Nb O Tl
Bi Br Mn S
Br S S V
As Br Cu Hg
Ag Cl Ge S
Ag Br Ge S
Br Cu O Sb
Cl Cu O Sb
Br Mo Rb Se
Br Mo Rb Te
Ba Cl F Na
Br Co O Te
Cl Co O Te
Au Cl F P
As F Fe O
Cl O Si Tb
Cl Dy O Si
Cl Gd O Si
Br Fe N O
O Rb Sb Te
Cl Cu O Pb
N Nd O Si
Cl Hg O W
Cl O Tl W
Ce O P Zn
O P Pr Zn
Ce Cu O Te
Cu Nd O Te
As Cl La O
Ag Cl P S
As Cl Nd O
C Eu I N
I O Sm Sm
F Np O P
Ag F O P
C Dy N O
C Ho N O
C N O Tm
C N O Yb
Cl Co O Se
Br Co O Se
As Cd Hg I
Cl Ga O Re
Cl N O Re
N O P Zn
F Lu O Se
Cs I Mo Se
Cl Nb S Tl
Ba Cl N Ta
Cl Fe La S
Br Fe La S
Fe I La S
Br Li P S
I Li P S
Cl Li P S
O P Y Zn
Gd O P Zn
O P Sm Zn
Dy O P Zn
Cl O Se Sm
Cl Eu O Se
Cl Gd O Se
Cl Dy O Se
Cl O Se Tm
Cl O Se Yb
Cl O Se Sr
Cl O Sr Te
Cl Cu O W
Ag Bi Br Se
F O S Tc
Br C Cl Pr
Br Co O Sb
Ag I O Se
Ag I O Te
B Ba Cl N
F Ho O Se
Ce Nb O S
Ce O Se Se
Nd O Se Se
O Se Se Sm
Cl P S Ta
Cl O Re S
F Mo O Sm
Eu F Mo O
F Gd Mo O
F Mo O Tb
Dy F Mo O
F Ho Mo O
Er F Mo O
F Mo O Tm
F La Mo O
Br Gd O Se
Cu Eu F Te
Ag Ba F Te
K O S V
Cs N Tb Te
Cl Hg Te U
As Cl Hg U
O Os P Pr
Ba N O Os
Ba N O Re
As Cl Cu S
Ag Cr I O
C F La N
K Se Sn Te
I La N Na
Ce I N Na
I N Na Pr
I N Na Nd
F O Se Yb
Er F O Se
F O Se Tm
Cl Dy Mo O
Cl Er Mo O
Cl Eu Mo O
Cl Gd Mo O
Cl Ho Mo O
Cl Lu Mo O
Cl Mo O Sm
Cl Mo O Tb
Cl Mo O Tm
Cl Mo O Yb
Cl P Se Ta
Cl Nb P Se
C N O Sr
B F O Yb
B F Li O
Br In O Te
Ag O P Se
Ag O P Te
Cl Mo Nd O
B F La O
Cl Eu O P
N O Pr Si
Eu Eu F S
As Ce Cl O
Cl P S Ti
Ag As I O
Hg I S Zn
Cl Hg S Zn
In K Se Te
Cl La Mo O
Ce Cl Mo O
Cl Mo O Pr
Cl N O Sn
Br Cs S Tc
Br Cs Se Tc
B F O Pr
As Br Hg In
As Cl O Pr
Ag Cl O W
B Er F O
Cl Li O P
Br Li O P
B Eu F O
I Mo Nb O
C Dy I O
Bi Br Cu Se
Al F K O
Ag O S Te
I Mo Te Te
B F O Tm
As Br La O
As Fe Gd O
As Fe O Tb
B Dy F O
As Br O Pr
Cl Cu P Se
Br O Pb Se
I O Pb Se
C Li N O
As Cl In O
As Br In O
Cl Cs Mo S
Cd Cl I O
Cl O Ta Te
Cl O Se Y
F O Xe Xe
Bi I In Se
La S S Se
O Se Sm U
C N O Si
K Mo O S
Mo O Rb S
F O S Tl
Ba Br O Te
Ba O Te Yb
B F Na O
Bi Br O W
Bi Cl O W
Mn O Se Sr
Br La Mo O
Br Ce Mo O
Cl Ga Sb Te
Br Mo O Pr
Br Mo Nd O
Br Mo O Sm
Br Gd Mo O
Br Mo O Tb
Br Dy Mo O
Br Ho Mo O
Br Er Mo O
Br Mo O Tm
Br Mo O Yb
Br Lu Mo O
B F Ho O
Cl O Tb W
B F Nd O
Ba In S Te
Ba In Se Te
Cl Cr O Te
B Ce F O
B Cl O Tm
B Cl Dy O
B Cl Gd O
B Cl Ho O
B Cl O Tb
As Cl Hf Hg
Cl Hf Hg P
As Cl Hg Zr
Cl Hg P Zr
B Eu N O
As Cl Eu O
As Cl Gd O
As Cl O Sm
Cl La O P
Cl O P Pr
B F O Tb
Cd Cl O Se
Al Br Sb Se
Co F O Sb
F Ni O Sb
Cl Ga Sb Se
Cl Ga S Sb
Ce F Mo O
F Mo O Pr
F Mo Nd O
Al Cl Nb Se
Cl Dy O W
Cl Ho O W
Cl Er O W
Cl O Tm W
Cl O W Yb
Cl Lu O W
Ba I O P
I O P Sr
Ba Cl In S
Cl K O U
Cs Fe O S
Ba Fe O S
C Ca N O
Ba Br N P
Bi Cl Ga Se
Bi Cl Ga Te
Al I Sb Te
Br Dy O W
Br Er O W
Br Gd O W
Br Ho O W
Br O Tb W
Br O Tm W
Br O W Yb
Cl Ga P Se
Al Cl P Se
Al Cl Sb Se
Br O W Y
As Au O Sm
As Au Nd O
As Cl Pr S
Eu Eu I O
F N O Sb
Fe Nd O S
Cl Cs Fe Se
F La N Si
Ce Cs F O
Ce F K O
Ce F O Rb
Ba Br Fe S
B O S Sm
Ba Cl S Sb
Cr F Nb O
Bi O Se Sr
O Sb Se Sr
Ba Bi O Se
Mo S Se Sm
Eu Mo S Se
La Mo S Se
Ag Mo S Se
Cd Cr Se Te
Cd Ge S Se
S Se Ta Tl
Ga S Se Tl
Ba Mn Se Te
Ba Mn S Se
Ga Mo S Se
S Sb Se Tl
As P Si Zn
Ag Ga Se Te
Ag In S Se
Ag In Se Te
Al S Se Zn
As Cd Cr Se
As Cd Ge P
As Cd P Zn
As Co Ni S
As Cr Cu Se
As Ge P Zn
Bi In S Te
Bi In Se Te
Bi S Sb Se
Bi Sb Se Te
Cd Ga S Se
Cd Hg Se Te
Cd S Se Si
Co Cr S Se
Cr Cr Se Te
Cs Mo S Se
Cs S Se W
Cu Fe S Se
Cu Ga S Se
Cu In S Se
Cu Nb S Se
Cu Nb Se Te
Cu S Se V
Cu Se Ta Te
Cu Se Te V
Hg Mo S Se
In Ni S Se
In S Sb Te
In Sb Se Te
Li Mo S Se
Mo Pb S Se
Mo Ru Se Te
Mo S Se Tl
Mo Se Te W
Ni P S Se
S Se Tl Tl
S Se Tl V
Se Te Ti Ti
S Se Sn Sn
Co S Se U
Bi Ga S Te
Al Cu S Se
Ba N O P
