phases,target,natom
Bi K Sn,0,3
Bi K Zn,0,3
Bi La,0,2
Bi La Li,0,3
Bi La Mg,0,3
Bi La Mn,0,3
Bi La Ni,0,3
Bi La Pb,0,3
Bi La Pd,0,3
Bi La Pt,0,3
Bi La Sb,0,3
Bi La Sc,0,3
Bi La Sn,0,3
Bi La Ti,0,3
Bi La Y,0,3
Bi La Zn,0,3
Bi La Zr,0,3
Bi Li,0,2
Bi Li Mg,0,3
Bi Li Mg Pb,0,4
Bi Li Nd,0,3
Bi Li Pr,0,3
Bi Li Sm,0,3
Bi Li Sr,0,3
Bi Li Tb,0,3
Bi Li Ti,0,3
Bi Li Tl,0,3
Bi Li Y,0,3
Bi Li Yb,0,3
Bi Li Zn,0,3
Bi Li Zr,0,3
Bi Lu,0,2
Bi Lu Ni,0,3
Bi Lu Pt,0,3
Bi Mg,0,2
Bi Mg Na,0,3
Bi Mg Ni,0,3
Bi Mg Sm,0,3
Bi Mg Sr,0,3
Bi Mg Yb,0,3
Bi Mn,0,2
Bi Mn Na,0,3
Bi Mn Nd,0,3
Bi Mn Ni,0,3
Bi Mn Pd,0,3
Bi Mn Pr,0,3
Bi Mn Pt,0,3
Bi Mn Rb,0,3
Bi Mn Rh,0,3
Bi Mn Sb,0,3
Bi Mn Sb Yb,0,4
Bi Mn Sm,0,3
Bi Mn Sr,0,3
Bi Mn Ti,0,3
Bi Mn Yb,0,3
Bi Mn Zn,0,3
Bi Na,0,2
Bi Na Zn,0,3
Bi Nb,0,2
Bi Nd,0,2
Bi Nd Ni,0,3
Bi Nd Pd,0,3
Bi Nd Pt,0,3
Bi Ni,0,2
Bi Ni Pr,0,3
Bi Ni Pt,0,3
Bi Ni Rh,0,3
Bi Ni Sb,0,3
Bi Ni Sc,0,3
Bi Ni Sm,0,3
Bi Ni Sn Zr,0,4
Bi Ni Sr,0,3
Bi Ni Tb,0,3
Bi Ni Ti,0,3
Bi Ni Tm,0,3
Bi Ni Y,0,3
Bi Ni Zr,0,3
Bi Np,0,2
Bi Pb,0,2
Bi Pb Pd,0,3
Bi Pb Pd Pt,0,4
Bi Pb Pt,0,3
Bi Pd,0,2
Bi Pd Pt,0,3
Bi Pd Sb,0,3
Bi Pd Sr,0,3
Bi Pd Tl,0,3
Bi Pd Y,0,3
Bi Pd Yb,0,3
Bi Pr,0,2
Bi Pr Zn,0,3
Bi Pt,0,2
Bi Pt Sb,0,3
Bi Pt Sr,0,3
Bi Pt Tl,0,3
Bi Pt Y,0,3
Bi Pt Yb,0,3
Bi Pu,0,2
Bi Rb,0,2
Bi Rb Sb,0,3
Bi Rh,0,2
Bi Rh Sm,0,3
Bi Ru Ta,0,3
Bi Sb,0,2
Bi Sb Sr,0,3
Bi Sc,0,2
Bi Sm,0,2
Bi Sn,0,2
Bi Sn Sr,0,3
Bi Sn Yb,0,3
Bi Sr,0,2
Bi Sr Ti,0,3
Bi Sr Zn,0,3
Bi Tb,0,2
Bi Th,0,2
Bi Ti,0,2
Bi Ti V,0,3
Bi Ti Zn,0,3
Bi Tl,0,2
Bi Tm,0,2
Bi U,0,2
Bi V,0,2
Bi Y,0,2
Bi Yb,0,2
Bi Yb Zn,0,3
Bi Zr,0,2
Bk Ir,0,2
Bk Pt,0,2
Bk Rh,0,2
Bk Sb,0,2
Ca Cd,0,2
Ca Cd Cu,0,3
Ca Cd Eu Sb,0,4
Ca Cd Ga,0,3
Ca Cd Ge,0,3
Ca Cd Hg,0,3
Ca Cd K Sb,0,4
Ca Cd La Sb,0,4
Ca Cd Mg,0,3
Ca Cd Pb,0,3
Ca Cd Pd,0,3
Ca Cd Pt,0,3
Ca Cd Sb,0,3
Ca Cd Sb Sr,0,4
Ca Cd Sb Yb,0,4
Ca Cd Sn,0,3
Ca Cd Tl,0,3
Ca Cd Zn,0,3
Ca Ce Fe Sb,0,4
Ca Ce Ge,0,3
Ca Ce Mn Sb,0,4
Ca Ce Sb,0,3
Ca Ce Sb Zn,0,4
Ca Co Ga,0,3
Ca Co Ge,0,3
Ca Co Ni Sb,0,4
Ca Co Sb,0,3
Ca Co Sn,0,3
Ca Cu,0,2
Ca Cu Ga,0,3
Ca Cu Ge,0,3
Ca Cu Hg,0,3
Ca Cu In,0,3
Ca Cu Mg,0,3
Ca Cu Ni,0,3
Ca Cu Pb,0,3
Ca Cu Sb,0,3
Ca Cu Sb Zn,0,4
Ca Cu Sn,0,3
Ca Cu Zn,0,3
Ca Dy Ge,0,3
Ca Dy Mn Sb,0,4
Ca Dy Sb,0,3
Ca Er Ge,0,3
Ca Er Pt Sn,0,4
Ca Er Sb,0,3
Ca Eu Ga,0,3
Ca Eu Ge,0,3
Ca Eu Ge In,0,4
Ca Eu Ge Pb,0,4
Ca Eu In,0,3
Ca Eu Li Sn,0,4
Ca Eu Mn Sb,0,4
Ca Eu Ni,0,3
Ca Eu Ni Zn,0,4
Ca Fe Ge,0,3
Ca Fe Ge Mn,0,4
Ca Fe Pb,0,3
Ca Fe Sb,0,3
Ca Ga,0,2
Ca Ga Ge,0,3
Ca Ga In,0,3
Ca Ga Ir,0,3
Ca Ga Na Sb,0,4
Ca Ga Ni,0,3
Ca Ga Pb,0,3
Ca Ga Pd,0,3
Ca Ga Pt,0,3
Ca Ga Rh,0,3
Ca Ga Sb,0,3
Ca Ga Sn,0,3
Ca Ga Zn,0,3
Ca Gd Ge,0,3
Ca Gd Mn Sb,0,4
Ca Gd Sb,0,3
Ca Gd Sb Zn,0,4
Ca Ge,0,2
Ca Ge Ho,0,3
Ca Ge In Li,0,4
Ca Ge In Sr,0,4
Ca Ge In Yb,0,4
Ca Ge Ir,0,3
Ca Ge La,0,3
Ca Ge Li,0,3
Ca Ge Li Mg,0,4
Ca Ge Li Sb,0,4
Ca Ge Lu Rh,0,4
Ca Ge Mg,0,3
Ca Ge Mn,0,3
Ca Ge Na Sb,0,4
Ca Ge Nd,0,3
Ca Ge Ni,0,3
Ca Ge Pb Sr,0,4
Ca Ge Pd,0,3
Ca Ge Pr,0,3
Ca Ge Pt,0,3
Ca Ge Rh,0,3
Ca Ge Ru,0,3
Ca Ge Sb,0,3
Ca Ge Sb Yb,0,4
Ca Ge Sm,0,3
Ca Ge Sn,0,3
Ca Ge Sn Sr,0,4
Ca Ge Sr,0,3
Ca Ge Tb,0,3
Ca Ge Zn,0,3
Ca Hg,0,2
Ca Hg In,0,3
Ca Hg Li,0,3
Ca Hg Pb,0,3
Ca Hg Sn,0,3
Ca Hg Zn,0,3
Ca Ho Sb,0,3
Ca In,0,2
Ca In Ir,0,3
Ca In Li,0,3
Ca In Na Sb,0,4
Ca In Ni,0,3
Ca In Pd,0,3
Ca In Pt,0,3
Ca In Rh,0,3
Ca In Sb,0,3
Ca In Sb Yb,0,4
Ca In Sb Zn,0,4
Ca In Tl,0,3
Ca Ir,0,2
Ca Ir Sn,0,3
Ca La Mn Sb,0,4
Ca La Sb,0,3
Ca La Sb Zn,0,4
Ca Li,0,2
Ca Li Mg Sb,0,4
Ca Li Mg Zn,0,4
Ca Li Pb,0,3
Ca Li Sb,0,3
Ca Li Sn,0,3
Ca Li Sn Sr,0,4
Ca Li Zn,0,3
Ca Lu Pt Sn,0,4
Ca Lu Sb,0,3
Ca Mg,0,2
Ca Mg Ni,0,3
Ca Mg Pb,0,3
Ca Mg Pd,0,3
Ca Mg Pt,0,3
Ca Mg Rh,0,3
Ca Mg Sb,0,3
Ca Mg Sn,0,3
Ca Mg Zn,0,3
Ca Mn,0,2
Ca Mn Nd Sb,0,4
Ca Mn Pb,0,3
Ca Mn Pr Sb,0,4
Ca Mn Sb,0,3
Ca Mn Sb Sm,0,4
Ca Mn Sb Tb,0,4
Ca Mn Sb Yb,0,4
Ca Mn Sn,0,3
Ca Na Sb,0,3
Ca Na Sn,0,3
Ca Nd Sb,0,3
Ca Nd Sb Zn,0,4
Ca Ni,0,2
Ca Ni Sn,0,3
Ca Ni Sn Sr,0,4
Ca Ni Y,0,3
Ca Ni Yb Zn,0,4
Ca Ni Zn,0,3
Ca Pb,0,2
Ca Pb Pd,0,3
Ca Pb Pt,0,3
Ca Pb Rh,0,3
Ca Pb Sr,0,3
Ca Pb Tl,0,3
Ca Pb Zn,0,3
Ca Pd,0,2
Ca Pd Sb,0,3
Ca Pd Sn,0,3
Ca Pd Zn,0,3
Ca Pr Sb,0,3
Ca Pr Sb Zn,0,4
Ca Pt,0,2
Ca Pt Sb,0,3
Ca Pt Sn,0,3
Ca Pt Sn Tm,0,4
Ca Pt Sn Yb,0,4
Ca Pt Zn,0,3
Ca Rb Sb,0,3
Ca Rh,0,2
Ca Rh Sn,0,3
Ca Sb,0,2
Ca Sb Sm,0,3
Ca Sb Sm Zn,0,4
Ca Sb Sr,0,3
Ca Sb Tb,0,3
Ca Sb Tm,0,3
Ca Sb V,0,3
Ca Sb Yb,0,3
Ca Sb Zn,0,3
Ca Sn,0,2
Ca Sn Sr,0,3
Ca Sn Zn,0,3
Ca Sr,0,2
Ca Sr Zn,0,3
Ca Tl,0,2
Ca Zn,0,2
Cd Ce,0,2
Cd Ce Cu,0,3
Cd Ce In,0,3
Cd Ce Ni,0,3
Cd Ce Pb,0,3
Cd Ce Pd,0,3
Cd Ce Pt,0,3
Cd Ce Rh,0,3
Cd Ce Ru,0,3
Cd Ce Sb,0,3
Cd Ce Sn,0,3
Cd Ce Tl,0,3
Cd Co Dy,0,3
Cd Co Gd,0,3
Cd Co Ho,0,3
Cd Co La,0,3
Cd Co Tb,0,3
Cd Co Y,0,3
Cd Cr Nb,0,3
Cd Cs,0,2
Cd Cs Sb,0,3
Cd Cs Tl,0,3
Cd Cu,0,2
Cd Cu Dy,0,3
Cd Cu Er,0,3
Cd Cu Eu,0,3
Cd Cu Eu Sb,0,4
Cd Cu Ga Na,0,4
Cd Cu Gd,0,3
Cd Cu Ho,0,3
Cd Cu In,0,3
Cd Cu Ir,0,3
Cd Cu Nd,0,3
Cd Cu Pr,0,3
Cd Cu Sb,0,3
Cd Cu Sm,0,3
Cd Cu Sr,0,3
Cd Cu Tm,0,3
Cd Cu Yb,0,3
Cd Cu Zr,0,3
Cd Dy,0,2
Cd Dy Ga,0,3
Cd Dy Ge,0,3
Cd Dy In,0,3
Cd Dy Ir,0,3
Cd Dy Ni,0,3
Cd Dy Pd,0,3
Cd Dy Rh,0,3
Cd Er,0,2
Cd Er Fe,0,3
Cd Er Ga,0,3
Cd Er Ge,0,3
Cd Er In,0,3
Cd Er Ni,0,3
Cd Er Rh,0,3
Cd Eu,0,2
Cd Eu Ge,0,3
Cd Eu K Sb,0,4
Cd Eu Pb,0,3
Cd Eu Pd,0,3
Cd Eu Pt,0,3
Cd Eu Sb,0,3
Cd Eu Sb Yb,0,4
Cd Eu Sb Zn,0,4
Cd Eu Sn,0,3
Cd Fe Nd,0,3
Cd Fe Pr,0,3
Cd Ga Gd,0,3
Cd Ga Li,0,3
Cd Ga Na,0,3
Cd Ga Nd,0,3
Cd Ga Pr,0,3
Cd Ga Sm,0,3
Cd Ga Sr,0,3
Cd Gd,0,2
Cd Gd Ge,0,3
Cd Gd In,0,3
Cd Gd Ir,0,3
Cd Gd Ni,0,3
Cd Gd Pb,0,3
Cd Gd Pd,0,3
Cd Gd Pt,0,3
Cd Gd Rh,0,3
Cd Gd Ru,0,3
Cd Gd Zn,0,3
Cd Ge,0,2
Cd Ge Ho,0,3
Cd Ge Li,0,3
Cd Ge Mn Nd,0,4
Cd Ge Nd,0,3
Cd Ge Pr,0,3
Cd Ge Sm,0,3
Cd Ge Sr,0,3
Cd Ge Tb,0,3
Cd Ge Tm,0,3
Cd Ge Y,0,3
Cd Ge Yb,0,3
Cd Hf,0,2
Cd Hg,0,2
Cd Hg Sr,0,3
Cd Hg Ti,0,3
Cd Ho,0,2
Cd Ho In,0,3
Cd Ho Ni,0,3
Cd Ho Rh,0,3
Cd In,0,2
Cd In K Na,0,4
Cd In La,0,3
Cd In Li,0,3
Cd In Mg,0,3
Cd In Nd,0,3
Cd In Pr,0,3
Cd In Sm,0,3
Cd In Yb,0,3
Cd Ir,0,2
Cd Ir Y,0,3
Cd K,0,2
Cd K Na,0,3
Cd K Na Tl,0,4
Cd K Pb,0,3
Cd K Sb,0,3
Cd K Sb Sr,0,4
Cd K Sb Yb,0,4
Cd K Sn,0,3
Cd K Tl,0,3
Cd La,0,2
Cd La Mg Pb,0,4
Cd La Ni,0,3
Cd La Pb,0,3
Cd La Pd,0,3
Cd La Pt,0,3
Cd La Rh,0,3
Cd La Ru,0,3
Cd La Sb,0,3
Cd La Sb Yb,0,4
Cd La Tl,0,3
Cd Li,0,2
Cd Li Mg,0,3
Cd Li Pb,0,3
Cd Li Sb,0,3
Cd Li Sn,0,3
Cd Li Tl,0,3
Cd Li Zn,0,3
Cd Lu,0,2
Cd Lu Ni,0,3
Cd Lu Pd,0,3
Cd Mg,0,2
Cd Mg Y,0,3
Cd Mg Yb,0,3
Cd Mn,0,2
Cd Mn Rb Sb,0,4
Cd Na,0,2
Cd Na Pb,0,3
Cd Na Sb,0,3
Cd Na Sb Yb,0,4
Cd Na Sn,0,3
Cd Na Tl,0,3
Cd Nb,0,2
Cd Nd,0,2
Cd Nd Ni,0,3
Cd Nd Pb,0,3
Cd Nd Pd,0,3
Cd Nd Pt,0,3
Cd Nd Rh,0,3
Cd Nd Sb,0,3
Cd Nd Sn,0,3
Cd Nd Tl,0,3
Cd Ni,0,2
Cd Ni Pr,0,3
Cd Ni Sc,0,3
Cd Ni Sm,0,3
Cd Ni Tb,0,3
Cd Ni Tm,0,3
Cd Ni Y,0,3
Cd Ni Yb,0,3
Cd Np,0,2
Cd Pb,0,2
Cd Pb Pr,0,3
Cd Pb Sm,0,3
Cd Pb Sr,0,3
Cd Pb Yb,0,3
Cd Pb Zr,0,3
Cd Pd,0,2
Cd Pd Pr,0,3
Cd Pd Sm,0,3
Cd Pd Sr,0,3
Cd Pd U,0,3
Cd Pd Y,0,3
Cd Pd Yb,0,3
Cd Pr,0,2
Cd Pr Pt,0,3
Cd Pr Ru,0,3
Cd Pr Sb,0,3
Cd Pr Sn,0,3
Cd Pr Tl,0,3
Cd Pt,0,2
Cd Pt Sm,0,3
Cd Pt Sr,0,3
Cd Pt Ti,0,3
Cd Pt Zn,0,3
Cd Pu,0,2
Cd Rb,0,2
Cd Rb Sb,0,3
Cd Rb Tl,0,3
Cd Rh,0,2
Cd Rh Tb,0,3
Cd Ru Y,0,3
Cd Sb,0,2
Cd Sb Sm,0,3
Cd Sb Sn,0,3
Cd Sb Sr,0,3
Cd Sb Sr Yb,0,4
Cd Sb Tl,0,3
Cd Sb Yb,0,3
Cd Sb Zn,0,3
Cd Sc,0,2
Cd Sm,0,2
Cd Sm Tl,0,3
Cd Sn,0,2
Cd Sn Sr,0,3
Cd Sn Yb,0,3
Cd Sr,0,2
Cd Sr Zn,0,3
Cd Tb,0,2
Cd Th,0,2
Cd Ti,0,2
Cd Tl,0,2
Cd Tl Yb,0,3
Cd Tm,0,2
Cd U,0,2
Cd V,0,2
Cd Y,0,2
Cd Yb,0,2
Cd Zn,0,2
Cd Zr,0,2
Ce Co,0,2
Ce Co Cr,0,3
Ce Co Cu,0,3
Ce Co Fe,0,3
Ce Co Fe Sb,0,4
Ce Co Ga,0,3
Ce Co Ga Ge,0,4
Ce Co Ge,0,3
Ce Co Ge In,0,4
Ce Co Ge Ru,0,4
Ce Co Ge Sn,0,4
Ce Co Hf,0,3
Ce Co In,0,3
Ce Co In Sb,0,4
Ce Co La,0,3
Ce Co La Ni,0,4
Ce Co Mg,0,3
Ce Co Mn,0,3
Ce Co Mo,0,3
Ce Co Ni,0,3
Ce Co Pu,0,3
Ce Co Rh,0,3
Ce Co Ru,0,3
Ce Co Sb,0,3
Ce Co Sb Sn,0,4
Ce Co Sm Zr,0,4
Ce Co Sn,0,3
Ce Co Ti,0,3
Ce Co V,0,3
Ce Co Y,0,3
Ce Co Zr,0,3
Ce Cr,0,2
Ce Cr Ge,0,3
Ce Cr Ni,0,3
Ce Cr Sb,0,3
Ce Cu,0,2
Ce Cu Fe,0,3
Ce Cu Ga,0,3
Ce Cu Ge,0,3
Ce Cu In,0,3
Ce Cu La,0,3
Ce Cu Mg,0,3
Ce Cu Mn,0,3
Ce Cu Nd Ni,0,4
Ce Cu Ni,0,3
Ce Cu Pb,0,3
Ce Cu Pd,0,3
Ce Cu Pt,0,3
Ce Cu Sb,0,3
Ce Cu Sn,0,3
Ce Cu Y,0,3
Ce Cu Zn,0,3
Ce Dy,0,2
Ce Dy Fe,0,3
Ce Er,0,2
Ce Er Th,0,3
Ce Eu,0,2
Ce Eu Ge,0,3
Ce Fe,0,2
Ce Fe Ga,0,3
Ce Fe Gd,0,3
Ce Fe Gd Ho,0,4
Ce Fe Ge,0,3
Ce Fe Ge In,0,4
Ce Fe Ge Ni,0,4
Ce Fe Ho,0,3
Ce Fe Lu,0,3
Ce Fe Mg,0,3
Ce Fe Mn,0,3
Ce Fe Mo,0,3
Ce Fe Nd,0,3
Ce Fe Ni,0,3
Ce Fe Ni Sb,0,4
Ce Fe Ni Sm,0,4
Ce Fe Ni Tb,0,4
Ce Fe Pr,0,3
Ce Fe Pu,0,3
Ce Fe Re,0,3
Ce Fe Rh,0,3
Ce Fe Ru,0,3
Ce Fe Sb,0,3
Ce Fe Sb Yb,0,4
Ce Fe Sm,0,3
Ce Fe Sn,0,3
Ce Fe Th,0,3
Ce Fe Ti,0,3
Ce Fe U,0,3
Ce Fe V,0,3
Ce Fe Y,0,3
Ce Fe Zn,0,3
Ce Fe Zr,0,3
Ce Ga,0,2
Ce Ga Ge,0,3
Ce Ga Ir,0,3
Ce Ga Li,0,3
Ce Ga Mg,0,3
Ce Ga Mn,0,3
Ce Ga Ni,0,3
Ce Ga Os,0,3
Ce Ga Pd,0,3
Ce Ga Pd Y,0,4
Ce Ga Pt,0,3
Ce Ga Rh,0,3
Ce Ga Ru,0,3
Ce Ga Sn,0,3
Ce Ga Zn,0,3
Ce Gd,0,2
Ce Gd Ge,0,3
Ce Gd Mn,0,3
Ce Gd Ni,0,3
Ce Gd Os,0,3
Ce Gd Th,0,3
Ce Ge,0,2
Ce Ge In,0,3
Ce Ge In Mn,0,4
Ce Ge In Ni,0,4
Ce Ge In Rh,0,4
Ce Ge In Ru,0,4
Ce Ge Ir,0,3
Ce Ge Ir Rh,0,4
Ce Ge La,0,3
Ce Ge La Pt,0,4
Ce Ge Li,0,3
Ce Ge Mg,0,3
Ce Ge Mn,0,3
Ce Ge Nb Rh,0,4
Ce Ge Ni,0,3
Ce Ge Os,0,3
Ce Ge Pd,0,3
Ce Ge Pt,0,3
Ce Ge Pt Y,0,4
Ce Ge Rh,0,3
Ce Ge Rh Ta,0,4
Ce Ge Ru,0,3
Ce Ge Sb,0,3
Ce Ge Sc,0,3
Ce Ge Ti,0,3
Ce Ge V,0,3
Ce Ge Y,0,3
Ce Ge Zn,0,3
Ce Hg,0,2
Ce Ho,0,2
Ce In,0,2
Ce In Ir,0,3
Ce In Ir Mg,0,4
Ce In La,0,3
Ce In Mg Rh,0,4
Ce In Mn,0,3
Ce In Mn Zn,0,4
Ce In Ni,0,3
Ce In Pd,0,3
Ce In Pd Rh,0,4
Ce In Pt,0,3
Ce In Rh,0,3
Ce In Ru,0,3
Ce In Sn,0,3
Ce In Y,0,3
Ce In Zn,0,3
Ce Ir,0,2
Ce Ir Os,0,3
Ce Ir Pt,0,3
Ce Ir Sb,0,3
Ce Ir Sn,0,3
Ce Ir Zn,0,3
Ce La,0,2
Ce La Mg,0,3
Ce La Ni,0,3
Ce La Ni Pt,0,4
Ce La Ni Sn,0,4
Ce La Ni Y,0,4
Ce La Os,0,3
Ce La Pd,0,3
Ce La Pt,0,3
Ce La Rh,0,3
Ce La Rh Sb,0,4
Ce La Ru,0,3
Ce La Ru Sn,0,4
Ce La Sn,0,3
Ce La Th,0,3
Ce La Zn,0,3
Ce Li Sb,0,3
Ce Li Sn,0,3
Ce Lu,0,2
Ce Mg,0,2
Ce Mg Ni,0,3
Ce Mg Ni Y,0,4
Ce Mg Os,0,3
Ce Mg Pb,0,3
Ce Mg Pd,0,3
Ce Mg Pt,0,3
Ce Mg Rh,0,3
Ce Mg Ru,0,3
Ce Mg Sb,0,3
Ce Mg Sn,0,3
Ce Mg Tl,0,3
Ce Mg Y,0,3
Ce Mg Zn,0,3
Ce Mn Ni,0,3
Ce Mn Sb,0,3
Ce Mn Sb Zn,0,4
Ce Mn Sn,0,3
Ce Mn Zr,0,3
Ce Nd,0,2
Ce Ni,0,2
Ce Ni Pb,0,3
Ce Ni Pd Sn,0,4
Ce Ni Pt,0,3
Ce Ni Pt Sn,0,4
Ce Ni Pt Y,0,4
Ce Ni Ru,0,3
Ce Ni Ru Sn,0,4
Ce Ni Sb,0,3
Ce Ni Sn,0,3
Ce Ni Sn Y,0,4
Ce Ni Y,0,3
Ce Ni Zn,0,3
Ce Os,0,2
Ce Os Ru,0,3
Ce Os Sb,0,3
Ce Pb,0,2
Ce Pb Pd,0,3
Ce Pb Rh,0,3
Ce Pb Zn,0,3
Ce Pd,0,2
Ce Pd Pt,0,3
Ce Pd Rh,0,3
Ce Pd Rh Sb,0,4
Ce Pd Rh Sn,0,4
Ce Pd Ru Sn,0,4
Ce Pd Sb,0,3
Ce Pd Sc,0,3
Ce Pd Sn,0,3
Ce Pd Tl,0,3
Ce Pd Y,0,3
Ce Pd Zn,0,3
Ce Pr,0,2
Ce Pt,0,2
Ce Pt Rh,0,3
Ce Pt Sb,0,3
Ce Pt Sn,0,3
Ce Pt Zn,0,3
Ce Pu,0,2
Ce Rh,0,2
Ce Rh Ru,0,3
Ce Rh Sb,0,3
Ce Rh Sn,0,3
Ce Rh Y,0,3
Ce Rh Zn,0,3
Ce Ru,0,2
Ce Ru Sb,0,3
Ce Ru Sn,0,3
Ce Ru Sn Zn,0,4
Ce Ru Zn,0,3
Ce Sb,0,2
Ce Sb Sc,0,3
Ce Sb Sn,0,3
Ce Sb Ti,0,3
Ce Sb V,0,3
Ce Sb Zn,0,3
Ce Sc,0,2
Ce Sm,0,2
Ce Sn,0,2
Ce Sn Tl,0,3
Ce Sn Zn,0,3
Ce Tb,0,2
Ce Th,0,2
Ce Th Y,0,3
Ce Th Zr,0,3
Ce Tl,0,2
Ce Tl Zn,0,3
Ce Tm,0,2
Ce U Zn,0,3
Ce Y,0,2
Ce Y Zn,0,3
Ce Zn,0,2
Ce Zr,0,2
Cf Pt,0,2
Cf Sb,0,2
Cm Ir,0,2
Cm Ni,0,2
Cm Pd,0,2
Cm Pt,0,2
Cm Rh,0,2
Cm Ru,0,2
Cm Sb,0,2
Co Cr,0,2
Co Cr Er,0,3
Co Cr Fe,0,3
Co Cr Fe Ga,0,4
Co Cr Fe Mn,0,4
Co Cr Fe Ni,0,4
Co Cr Fe Sb,0,4
Co Cr Fe Zr,0,4
Co Cr Ga,0,3
Co Cr Ga Ge,0,4
Co Cr Ga La,0,4
Co Cr Ga Mn,0,4
Co Cr Ga Y,0,4
Co Cr Ge,0,3
Co Cr Ge Lu,0,4
Co Cr Ge Mn,0,4
Co Cr Ge Y,0,4
Co Cr Ho,0,3
Co Cr In,0,3
Co Cr Mn Ni,0,4
Co Cr Mn Sb,0,4
Co Cr Mn Sn,0,4
Co Cr Mo,0,3
Co Cr Nb,0,3
Co Cr Ni,0,3
Co Cr Pr,0,3
Co Cr Pt,0,3
Co Cr Re,0,3
Co Cr Sb,0,3
Co Cr Sb Ti,0,4
Co Cr Sn,0,3
Co Cr Ta,0,3
Co Cr Ti,0,3
Co Cr U,0,3
Co Cr W,0,3
Co Cr Y,0,3
Co Cr Zr,0,3
Co Cu Dy,0,3
Co Cu Er,0,3
Co Cu Fe Ge,0,4
Co Cu Ga,0,3
Co Cu Gd,0,3
Co Cu Ge,0,3
Co Cu Ge U,0,4
Co Cu Hf Sn,0,4
Co Cu Ho,0,3
Co Cu In Mn,0,4
Co Cu La,0,3
Co Cu Mn Sb,0,4
Co Cu Mn Sm,0,4
Co Cu Mn Sn,0,4
Co Cu Nb Sm,0,4
Co Cu Nd,0,3
Co Cu Pr,0,3
Co Cu Pr Y,0,4
Co Cu Sb,0,3
Co Cu Sm,0,3
Co Cu Sn,0,3
Co Cu Sn Zr,0,4
Co Cu Ti,0,3
Co Cu Y,0,3
Co Cu Zr,0,3
Co Dy,0,2
Co Dy Fe,0,3
Co Dy Fe Ga,0,4
Co Dy Fe Tb,0,4
Co Dy Fe Ti,0,4
Co Dy Fe V,0,4
Co Dy Ga,0,3
Co Dy Ge,0,3
Co Dy Ge In,0,4
Co Dy Ho,0,3
Co Dy Ho Tb,0,4
Co Dy In,0,3
Co Dy Mg,0,3
Co Dy Mo,0,3
Co Dy Ni,0,3
Co Dy Pb,0,3
Co Dy Re,0,3
Co Dy Sb,0,3
Co Dy Sn,0,3
Co Dy Tb,0,3
Co Dy Ti,0,3
Co Dy V,0,3
Co Er,0,2
Co Er Fe,0,3
Co Er Fe Mn,0,4
Co Er Fe Pr,0,4
Co Er Fe Ti,0,4
Co Er Ga,0,3
Co Er Gd,0,3
Co Er Ge,0,3
Co Er In,0,3
Co Er Mg,0,3
Co Er Mn,0,3
Co Er Mn Pr,0,4
Co Er Mo,0,3
Co Er Ni,0,3
Co Er Ni Sm,0,4
Co Er Pb,0,3
Co Er Pr,0,3
Co Er Ru,0,3
Co Er Sb,0,3
Co Er Sn,0,3
Co Er Ti,0,3
Co Er V,0,3
Co Er Zr,0,3
Co Eu,0,2
Co Eu Fe Sb,0,4
Co Eu Ga,0,3
Co Eu Ge,0,3
Co Eu In,0,3
Co Eu Sb,0,3
Co Fe,0,2
Co Fe Ga,0,3
Co Fe Ga Mn,0,4
Co Fe Ga Nd,0,4
Co Fe Ga Pr,0,4
Co Fe Ga Sc,0,4
Co Fe Ga Ti,0,4
Co Fe Ga V,0,4
Co Fe Ga Y,0,4
Co Fe Ga Zr,0,4
Co Fe Gd,0,3
Co Fe Gd Ti,0,4
Co Fe Ge,0,3
Co Fe Ge Mn,0,4
Co Fe Ge Nb,0,4
Co Fe Ge Ru,0,4
Co Fe Ge Ta,0,4
Co Fe Ge Ti,0,4
Co Fe Ge V,0,4
Co Fe Ge Zr,0,4
Co Fe Hf Sb,0,4
Co Fe Hf Ta,0,4
Co Fe Ho,0,3
Co Fe Ho Ti,0,4
Co Fe Ho Y,0,4
Co Fe In,0,3
Co Fe La Sb,0,4
Co Fe La Ti,0,4
Co Fe La Y,0,4
Co Fe Mn Ni,0,4
Co Fe Mn Sb,0,4
Co Fe Mn Tm,0,4
Co Fe Mn U,0,4
Co Fe Mn Yb,0,4
Co Fe Mn Zr,0,4
Co Fe Mo Nd,0,4
Co Fe Mo Sm,0,4
Co Fe Mo Y,0,4
Co Fe Nb,0,3
Co Fe Nd,0,3
Co Fe Nd Sm,0,4
Co Fe Nd V,0,4
Co Fe Ni,0,3
Co Fe Ni V,0,4
Co Fe Pr,0,3
Co Fe Re Y,0,4
Co Fe Rh,0,3
Co Fe Ru Sn,0,4
Co Fe Sb,0,3
Co Fe Sb Ti,0,4
Co Fe Sb Tl,0,4
Co Fe Sb V,0,4
Co Fe Sb Yb,0,4
Co Fe Sb Zr,0,4
Co Fe Sm,0,3
Co Fe Sm Ti,0,4
Co Fe Sm V,0,4
Co Fe Sn,0,3
Co Fe Sn Ta,0,4
Co Fe Tb,0,3
Co Fe Tb W,0,4
Co Fe Th,0,3
Co Fe Th Y,0,4
Co Fe Ti,0,3
Co Fe Ti Y,0,4
Co Fe Tm,0,3
Co Fe U,0,3
Co Fe V,0,3
Co Fe V Y,0,4
Co Fe W Y,0,4
Co Fe Y,0,3
Co Fe Yb,0,3
Co Fe Zr,0,3
