phases,target,natom
In Pt Sm,0,3
In Pt Sr,0,3
In Pt Tb,0,3
In Pt Th,0,3
In Pt Ti,0,3
In Pt Tm,0,3
In Pt U,0,3
In Pt Y,0,3
In Pt Yb,0,3
In Pt Zr,0,3
In Pu,0,2
In Pu Rh,0,3
In Rb,0,2
In Rb Sb,0,3
In Rh,0,2
In Rh Sb,0,3
In Rh Sc,0,3
In Rh Sm,0,3
In Rh Sr,0,3
In Rh Tb,0,3
In Rh Ti,0,3
In Rh Tm,0,3
In Rh U,0,3
In Rh Y,0,3
In Rh Yb,0,3
In Rh Zr,0,3
In Ru,0,2
In Ru Sc,0,3
In Ru Sm,0,3
In Ru Tb,0,3
In Sb,0,2
In Sb Sn Zn,0,4
In Sb Sr,0,3
In Sb Ti,0,3
In Sb Yb,0,3
In Sb Zn,0,3
In Sb Zr,0,3
In Sc,0,2
In Sc V,0,3
In Sm,0,2
In Sm Sn,0,3
In Sm Zn,0,3
In Sn,0,2
In Sn Tb,0,3
In Sn Th,0,3
In Sn Tl,0,3
In Sn Tm,0,3
In Sn U,0,3
In Sn Y,0,3
In Sr,0,2
In Sr Zn,0,3
In Tb,0,2
In Th,0,2
In Ti,0,2
In Tl,0,2
In Tm,0,2
In U,0,2
In V,0,2
In W,0,2
In Y,0,2
In Yb,0,2
In Yb Zn,0,3
In Zr,0,2
Ir K,0,2
Ir La,0,2
Ir La Mg,0,3
Ir La Sb,0,3
Ir La Sn,0,3
Ir Li,0,2
Ir Li Mg,0,3
Ir Li Sn,0,3
Ir Lu,0,2
Ir Lu Sn,0,3
Ir Mg,0,2
Ir Mg Nd,0,3
Ir Mg Pr,0,3
Ir Mg Sn,0,3
Ir Mg Tb,0,3
Ir Mg Y,0,3
Ir Mn,0,2
Ir Mn Ru,0,3
Ir Mn Sb,0,3
Ir Mn Sn,0,3
Ir Mo,0,2
Ir Mo Ru,0,3
Ir Nb,0,2
Ir Nb V,0,3
Ir Nd,0,2
Ir Nd Sb,0,3
Ir Nd Sn,0,3
Ir Ni,0,2
Ir Ni Ta,0,3
Ir Np,0,2
Ir Np Sn,0,3
Ir Os,0,2
Ir Os Ru,0,3
Ir Os Sn,0,3
Ir Os Th,0,3
Ir Os Zr,0,3
Ir Pa,0,2
Ir Pb,0,2
Ir Pd,0,2
Ir Pr,0,2
Ir Pr Sb,0,3
Ir Pr Sn,0,3
Ir Pt,0,2
Ir Pt U,0,3
Ir Pt Zr,0,3
Ir Pu,0,2
Ir Rb,0,2
Ir Re,0,2
Ir Re Ti,0,3
Ir Rh,0,2
Ir Ru,0,2
Ir Ru Th,0,3
Ir Sb,0,2
Ir Sb Sm,0,3
Ir Sb Ti,0,3
Ir Sb U,0,3
Ir Sb Y,0,3
Ir Sb Yb,0,3
Ir Sb Zr,0,3
Ir Sc,0,2
Ir Sc Sn,0,3
Ir Sc Sn V,0,4
Ir Sm,0,2
Ir Sm Sn,0,3
Ir Sn,0,2
Ir Sn Sr,0,3
Ir Sn Ti,0,3
Ir Sn Ti Zr,0,4
Ir Sn Tm,0,3
Ir Sn U,0,3
Ir Sn V Y,0,4
Ir Sn Y,0,3
Ir Sn Yb,0,3
Ir Sn Zr,0,3
Ir Sr,0,2
Ir Ta,0,2
Ir Tb,0,2
Ir Tc,0,2
Ir Th,0,2
Ir Ti,0,2
Ir Tl,0,2
Ir Tm,0,2
Ir U,0,2
Ir U Zn,0,3
Ir V,0,2
Ir W,0,2
Ir Y,0,2
Ir Yb,0,2
Ir Zn,0,2
Ir Zr,0,2
K Li Sn,0,3
K Mg,0,2
K Mg Na Tl,0,4
K Mg Pb,0,3
K Mg Sb,0,3
K Mg Sn,0,3
K Mn Sb,0,3
K Na,0,2
K Na Sb,0,3
K Na Sb Sn,0,4
K Na Sm Tl,0,4
K Na Sn,0,3
K Na Sn Zn,0,4
K Na Tl,0,3
K Na Tl Zn,0,4
K Pb,0,2
K Pb Rh,0,3
K Pb Sc,0,3
K Pd Sn,0,3
K Pd Tl,0,3
K Sb,0,2
K Sb Sn,0,3
K Sb Tl,0,3
K Sb V,0,3
K Sb Zn,0,3
K Sc Sn,0,3
K Sn,0,2
K Sn Zn,0,3
K Tl,0,2
K Tl Zn,0,3
K Zn,0,2
La Li Sb,0,3
La Li Sn,0,3
La Mg,0,2
La Mg Nd Ni,0,4
La Mg Ni,0,3
La Mg Pd,0,3
La Mg Rh,0,3
La Mg Ru,0,3
La Mg Sb,0,3
La Mg Sn,0,3
La Mg Tl,0,3
La Mg Y,0,3
La Mg Zn,0,3
La Mn Ni,0,3
La Mn Ni Sn,0,4
La Mn Ni Y,0,4
La Mn Ni Zr,0,4
La Mn Pb,0,3
La Mn Sb,0,3
La Mn Sb Zn,0,4
La Mn Sn,0,3
La Mn Y,0,3
La Nd Ni,0,3
La Nd Os,0,3
La Ni,0,2
La Ni Pb,0,3
La Ni Pr,0,3
La Ni Pt,0,3
La Ni Rh,0,3
La Ni Sb,0,3
La Ni Sn,0,3
La Ni Sn Zn,0,4
La Ni Ti,0,3
La Ni Y,0,3
La Ni Zn,0,3
La Os,0,2
La Os Sb,0,3
La Os Th,0,3
La Pb,0,2
La Pb Pd,0,3
La Pb Rh,0,3
La Pb Ru,0,3
La Pb Sb,0,3
La Pb Sn,0,3
La Pb Th,0,3
La Pb Tl,0,3
La Pb Zn,0,3
La Pd,0,2
La Pd Sb,0,3
La Pd Sn,0,3
La Pd Tl,0,3
La Pd Zn,0,3
La Pt,0,2
La Pt Sb,0,3
La Pt Sn,0,3
La Pt Zn,0,3
La Pu,0,2
La Rh,0,2
La Rh Sb,0,3
La Rh Sn,0,3
La Rh Sn Y,0,4
La Rh Zn,0,3
La Ru,0,2
La Ru Sb,0,3
La Ru Sn,0,3
La Ru Th,0,3
La Sb,0,2
La Sb Sc,0,3
La Sb Sn,0,3
La Sb Ti,0,3
La Sb V,0,3
La Sb Y,0,3
La Sb Zn,0,3
La Sb Zr,0,3
La Sn,0,2
La Sn Th,0,3
La Sn Tl,0,3
La Sn Zn,0,3
La Th,0,2
La Tl,0,2
La Tl Zn,0,3
La Y,0,2
La Zn,0,2
Li Lu Sn,0,3
Li Mg,0,2
Li Mg Pb,0,3
Li Mg Pd Sb,0,4
Li Mg Pd Sn,0,4
Li Mg Pt Sb,0,4
Li Mg Pt Sn,0,4
Li Mg Sb,0,3
Li Mg Sn,0,3
Li Mg Sn Sr,0,4
Li Mg Tl,0,3
Li Mg Zn,0,3
Li Mn Sb,0,3
Li Mo,0,2
Li Na Sb,0,3
Li Na Sn,0,3
Li Nd Sb,0,3
Li Nd Sn,0,3
Li Ni Sn,0,3
Li Pb,0,2
Li Pb Pd,0,3
Li Pb Yb,0,3
Li Pb Zr,0,3
Li Pd,0,2
Li Pd Sb,0,3
Li Pd Sn,0,3
Li Pd Tl,0,3
Li Pr Sb,0,3
Li Pr Sn,0,3
Li Pt,0,2
Li Pt Sb,0,3
Li Pt Sn,0,3
Li Rb Sn,0,3
Li Rh,0,2
Li Rh Sn,0,3
Li Ru Sn,0,3
Li Sb,0,2
Li Sb Sm,0,3
Li Sb Sn,0,3
Li Sb Sr,0,3
Li Sb Ti,0,3
Li Sb Tl,0,3
Li Sb Y,0,3
Li Sb Yb,0,3
Li Sb Zn,0,3
Li Sb Zr,0,3
Li Sm Sn,0,3
Li Sn,0,2
Li Sn Sr,0,3
Li Sn Tb,0,3
Li Sn Tb Zn,0,4
Li Sn Tm,0,3
Li Sn V,0,3
Li Sn Y,0,3
Li Sn Yb,0,3
Li Sn Zn,0,3
Li Sr,0,2
Li Tl,0,2
Li Zn,0,2
Lu Mg,0,2
Lu Mg Ni,0,3
Lu Mn,0,2
Lu Mn Sn,0,3
Lu Mn Tb,0,3
Lu Mo Sb,0,3
Lu Ni,0,2
Lu Ni Pb,0,3
Lu Ni Sb,0,3
Lu Ni Sn,0,3
Lu Ni Zr,0,3
Lu Os,0,2
Lu Pb,0,2
Lu Pb Pd,0,3
Lu Pb Rh,0,3
Lu Pd,0,2
Lu Pd Sb,0,3
Lu Pd Sc,0,3
Lu Pd Sn,0,3
Lu Pd Zn,0,3
Lu Pt,0,2
Lu Pt Sb,0,3
Lu Pt Sn,0,3
Lu Re,0,2
Lu Rh,0,2
Lu Rh Sn,0,3
Lu Ru,0,2
Lu Sb,0,2
Lu Sb Zr,0,3
Lu Sn,0,2
Lu Sn Ti,0,3
Lu Sn V,0,3
Lu Sn Zn,0,3
Lu Tb,0,2
Lu Tc,0,2
Lu Th,0,2
Lu Tl,0,2
Lu Zn,0,2
Lu Zr,0,2
Mg Mn,0,2
Mg Mn Ni,0,3
Mg Mn Ni Sb,0,4
Mg Mn Sb,0,3
Mg Mo,0,2
Mg Na,0,2
Mg Na Pb,0,3
Mg Na Sb,0,3
Mg Na Sn,0,3
Mg Nb,0,2
Mg Nd,0,2
Mg Nd Ni,0,3
Mg Nd Os,0,3
Mg Nd Pd,0,3
Mg Nd Pt,0,3
Mg Nd Rh,0,3
Mg Nd Ru,0,3
Mg Nd Sn,0,3
Mg Nd Y,0,3
Mg Ni,0,2
Mg Ni Pd,0,3
Mg Ni Pr,0,3
Mg Ni Sb,0,3
Mg Ni Sc,0,3
Mg Ni Sm,0,3
Mg Ni Sn,0,3
Mg Ni Tb,0,3
Mg Ni Ti,0,3
Mg Ni Y,0,3
Mg Ni Zn,0,3
Mg Os,0,2
Mg Os Sm,0,3
Mg Os Tm,0,3
Mg Pb,0,2
Mg Pb Sr,0,3
Mg Pb Yb,0,3
Mg Pd,0,2
Mg Pd Sb,0,3
Mg Pd Sr,0,3
Mg Pd Tb,0,3
Mg Pd Y,0,3
Mg Pd Yb,0,3
Mg Pd Zn,0,3
Mg Pm,0,2
Mg Pr,0,2
Mg Pr Pt,0,3
Mg Pr Rh,0,3
Mg Pr Ru,0,3
Mg Pr Sn,0,3
Mg Pr Y,0,3
Mg Pt,0,2
Mg Pt Sb,0,3
Mg Pt Sm,0,3
Mg Pt Sn,0,3
Mg Pt Sr,0,3
Mg Pt Tm,0,3
Mg Pt Y,0,3
Mg Pt Yb,0,3
Mg Pt Zn,0,3
Mg Pu,0,2
Mg Rb,0,2
Mg Re,0,2
Mg Rh,0,2
Mg Rh Sm,0,3
Mg Rh Sn,0,3
Mg Rh Y,0,3
Mg Ru,0,2
Mg Ru Sc,0,3
Mg Ru Sm,0,3
Mg Ru Sn,0,3
Mg Ru Tb,0,3
Mg Ru Y,0,3
Mg Sb,0,2
Mg Sb Sm,0,3
Mg Sb Sn,0,3
Mg Sb Sr,0,3
Mg Sb Ti,0,3
Mg Sb Yb,0,3
Mg Sb Zn,0,3
Mg Sc,0,2
Mg Sc Zn,0,3
Mg Sm,0,2
Mg Sm Tl,0,3
Mg Sm Y,0,3
Mg Sm Zn,0,3
Mg Sn,0,2
Mg Sn Sr,0,3
Mg Sn Tb,0,3
Mg Sn Ti,0,3
Mg Sn Tm,0,3
Mg Sn Y,0,3
Mg Sn Yb,0,3
Mg Sr,0,2
Mg Ta,0,2
Mg Tb,0,2
Mg Tb Y,0,3
Mg Tc,0,2
Mg Th,0,2
Mg Ti,0,2
Mg Ti Zn,0,3
Mg Tl,0,2
Mg Tl Y,0,3
Mg Tm,0,2
Mg V,0,2
Mg W,0,2
Mg Y,0,2
Mg Y Zn,0,3
Mg Yb,0,2
Mg Yb Zn,0,3
Mg Zn,0,2
Mg Zn Zr,0,3
Mg Zr,0,2
Mn Mo,0,2
Mn Na Sb,0,3
Mn Nb,0,2
Mn Nd,0,2
Mn Nd Ni,0,3
Mn Nd Sn,0,3
Mn Nd Zr,0,3
Mn Ni,0,2
Mn Ni Pd,0,3
Mn Ni Pd Sn,0,4
Mn Ni Pr,0,3
Mn Ni Pr Sn,0,4
Mn Ni Pt,0,3
Mn Ni Pt Sb,0,4
Mn Ni Rh Sn,0,4
Mn Ni Sb,0,3
Mn Ni Sc,0,3
Mn Ni Sc Zr,0,4
Mn Ni Sm,0,3
Mn Ni Sm Sn,0,4
Mn Ni Sn,0,3
Mn Ni Sn Ti,0,4
Mn Ni Sn V,0,4
Mn Ni Tb,0,3
Mn Ni Th,0,3
Mn Ni U,0,3
Mn Ni Y,0,3
Mn Ni Zn,0,3
Mn Ni Zr,0,3
Mn Np,0,2
Mn Os Sb,0,3
Mn Os Sn,0,3
Mn Pb Rh,0,3
Mn Pb Zr,0,3
Mn Pd,0,2
Mn Pd Pt,0,3
Mn Pd Rh,0,3
Mn Pd Sb,0,3
Mn Pd Sb Sn,0,4
Mn Pd Sn,0,3
Mn Pr,0,2
Mn Pr Sb,0,3
Mn Pr Sb Zn,0,4
Mn Pr Sn,0,3
Mn Pr Tb,0,3
Mn Pr Tm,0,3
Mn Pt,0,2
Mn Pt Rh,0,3
Mn Pt Rh Sb,0,4
Mn Pt Sb,0,3
Mn Pt Sc,0,3
Mn Pt Sn,0,3
Mn Pt Zn,0,3
Mn Pu,0,2
Mn Rb Sb,0,3
Mn Rb Sb Zn,0,4
Mn Re,0,2
Mn Re Y,0,3
Mn Rh,0,2
Mn Rh Sb,0,3
Mn Rh Sn,0,3
Mn Rh Ti,0,3
Mn Rh Tl,0,3
Mn Ru,0,2
Mn Ru Sb,0,3
Mn Ru Sn,0,3
Mn Ru Ti,0,3
Mn Sb,0,2
Mn Sb Sc,0,3
Mn Sb Sc Yb,0,4
Mn Sb Sn,0,3
Mn Sb Sr,0,3
Mn Sb Tb Yb,0,4
Mn Sb Ti,0,3
Mn Sb Ti Zn,0,4
Mn Sb U,0,3
Mn Sb V,0,3
Mn Sb Y,0,3
Mn Sb Y Yb,0,4
Mn Sb Yb,0,3
Mn Sb Yb Zn,0,4
Mn Sb Zn,0,3
Mn Sb Zr,0,3
Mn Sc,0,2
Mn Sc Sn,0,3
Mn Sc Sn Yb,0,4
Mn Sc Tb,0,3
Mn Sc Y,0,3
Mn Sm,0,2
Mn Sm Sn,0,3
Mn Sn,0,2
Mn Sn Sr,0,3
Mn Sn Tb,0,3
Mn Sn Ti,0,3
Mn Sn Ti Y,0,4
Mn Sn Tm,0,3
Mn Sn V,0,3
Mn Sn W,0,3
Mn Sn Y,0,3
Mn Sn Yb,0,3
Mn Sn Zr,0,3
Mn Ta,0,2
Mn Ta V,0,3
Mn Tb,0,2
Mn Tb Y,0,3
Mn Tc,0,2
Mn Th,0,2
Mn Th Y,0,3
Mn Ti,0,2
Mn Ti V,0,3
Mn Ti V Zr,0,4
Mn Ti Zr,0,3
Mn Tl Zr,0,3
Mn Tm,0,2
Mn U,0,2
Mn V,0,2
Mn V Zr,0,3
Mn Y,0,2
Mn Yb,0,2
Mn Zn,0,2
Mn Zn Zr,0,3
Mn Zr,0,2
Mo Nb,0,2
Mo Nb Ni,0,3
Mo Nb Re,0,3
Mo Nb Sn,0,3
Mo Nb Ta,0,3
Mo Nb Ta V,0,4
Mo Nb Ta W,0,4
Mo Nb Ti,0,3
Mo Nb Ti V,0,4
Mo Nb Ti Zr,0,4
Mo Nb U,0,3
Mo Nb V,0,3
Mo Nb V W,0,4
Mo Nb W,0,3
Mo Nb Zr,0,3
Mo Ni,0,2
Mo Ni Re,0,3
Mo Ni Sb,0,3
Mo Ni Ta,0,3
Mo Ni Ti,0,3
Mo Ni V,0,3
Mo Ni Zr,0,3
Mo Os,0,2
Mo Os Ru,0,3
Mo Os W,0,3
Mo Pd,0,2
Mo Pd Rh,0,3
Mo Pd Rh Ru,0,4
Mo Pd Ru,0,3
Mo Pt,0,2
Mo Pu U,0,3
Mo Re,0,2
Mo Re Ru,0,3
Mo Re V,0,3
Mo Rh,0,2
Mo Rh Ru,0,3
Mo Ru,0,2
Mo Ru Sb,0,3
Mo Ru Ta,0,3
Mo Ru W,0,3
Mo Ru Zr,0,3
Mo Sb,0,2
Mo Sb Ti,0,3
Mo Sn,0,2
Mo Sn Ti,0,3
Mo Sn Zn,0,3
Mo Ta,0,2
Mo Ta V,0,3
Mo Ta V W,0,4
Mo Ta W,0,3
Mo Tc,0,2
Mo Ti,0,2
Mo Ti Zr,0,3
Mo U,0,2
Mo V,0,2
Mo V W,0,3
Mo V Zr,0,3
Mo W,0,2
Mo W Zr,0,3
Mo Zn,0,2
Mo Zr,0,2
Na Ni Sn,0,3
Na Pb,0,2
Na Pd Sn,0,3
Na Pt,0,2
Na Rb Sb,0,3
Na Rb Sn,0,3
Na Sb,0,2
Na Sb Sn,0,3
Na Sb Tl,0,3
Na Sb Zn,0,3
Na Sn,0,2
Na Sn Sr,0,3
Na Sn Tl,0,3
Na Sn Yb,0,3
Na Sn Zn,0,3
Na Tl,0,2
Na V X0+,0,3
Na Zn,0,2
Nb Ni,0,2
Nb Ni Pd Sb,0,4
Nb Ni Sb,0,3
Nb Ni Sc Sn,0,4
Nb Ni Sn,0,3
Nb Ni Ti,0,3
Nb Ni V,0,3
Nb Os,0,2
Nb Pb,0,2
Nb Pd,0,2
Nb Pd Pt,0,3
Nb Pd Rh,0,3
Nb Pd Zr,0,3
Nb Pt,0,2
Nb Re,0,2
Nb Re Ta,0,3
Nb Re V,0,3
Nb Rh,0,2
Nb Rh Ru,0,3
Nb Rh Sb,0,3
Nb Rh Sn,0,3
Nb Rh Ti,0,3
Nb Ru,0,2
Nb Ru Sb,0,3
Nb Sb,0,2
Nb Sb Sn,0,3
Nb Sb U,0,3
Nb Sn,0,2
Nb Sn Ta,0,3
Nb Sn Tb,0,3
Nb Sn Ti,0,3
Nb Sn V,0,3
Nb Sn Zr,0,3
Nb Ta,0,2
Nb Ta Ti,0,3
Nb Ta V,0,3
Nb Ta V W,0,4
Nb Ta W,0,3
Nb Tc,0,2
Nb Th,0,2
Nb Ti,0,2
Nb Ti V Zr,0,4
Nb Ti Zr,0,3
Nb Tl,0,2
Nb U,0,2
Nb U Zr,0,3
Nb V,0,2
Nb V W,0,3
Nb V Zr,0,3
Nb W,0,2
Nb Y,0,2
Nb Zn,0,2
Nb Zn Zr,0,3
Nb Zr,0,2
Nd Ni,0,2
Nd Ni Ru,0,3
Nd Ni Sb,0,3
Nd Ni Sn,0,3
Nd Ni Zr,0,3
Nd Os,0,2
Nd Os Sb,0,3
Nd Pb,0,2
Nd Pb Zn,0,3
Nd Pd,0,2
Nd Pd Ru,0,3
Nd Pd Sb,0,3
Nd Pd Sn,0,3
Nd Pd Tl,0,3
Nd Pd Zn,0,3
Nd Pr,0,2
Nd Pr Sb,0,3
Nd Pt,0,2
Nd Pt Sb,0,3
Nd Pt Sn,0,3
Nd Pu,0,2
Nd Re,0,2
Nd Rh,0,2
Nd Rh Sn,0,3
Nd Rh Zn,0,3
Nd Ru,0,2
Nd Ru Sb,0,3
Nd Ru Sn,0,3
Nd Sb,0,2
Nd Sb Sc,0,3
Nd Sb Sm,0,3
Nd Sb Sn Ti,0,4
Nd Sb Ti,0,3
Nd Sb V,0,3
Nd Sb Zn,0,3
Nd Sm,0,2
Nd Sn,0,2
Nd Sn Zn,0,3
Nd Th,0,2
Nd Tl,0,2
Nd Tl Zn,0,3
Nd Tm,0,2
Nd Y,0,2
Nd Zn,0,2
Ni Np,0,2
Ni Np Sn,0,3
Ni Pb,0,2
Ni Pb Pr,0,3
Ni Pb Sc,0,3
Ni Pb Tb,0,3
Ni Pb Tm,0,3
Ni Pb Y,0,3
Ni Pb Zr,0,3
Ni Pd,0,2
Ni Pd Sn,0,3
Ni Pd Ti,0,3
Ni Pd V,0,3
Ni Pr,0,2
Ni Pr Sb,0,3
Ni Pr Sb Sn,0,4
Ni Pr Sn,0,3
Ni Pr Y,0,3
Ni Pr Zn,0,3
Ni Pt,0,2
Ni Pt Sn,0,3
Ni Pt Ti,0,3
Ni Pt U,0,3
Ni Pu,0,2
Ni Pu Sn,0,3
Ni Re,0,2
Ni Re Sn,0,3
Ni Rh,0,2
Ni Rh Sn,0,3
Ni Rh Tb,0,3
Ni Ru,0,2
Ni Ru Sb,0,3
Ni Ru Sm,0,3
Ni Ru Tb,0,3
Ni Ru Y,0,3
Ni Sb,0,2
Ni Sb Sc,0,3
Ni Sb Sm,0,3
Ni Sb Sm Sn,0,4
Ni Sb Sn,0,3
Ni Sb Sn Tb,0,4
Ni Sb Sn Ti,0,4
Ni Sb Sn U,0,4
Ni Sb Sn Yb,0,4
Ni Sb Sn Zr,0,4
Ni Sb Sr,0,3
Ni Sb Tb,0,3
Ni Sb Ti,0,3
Ni Sb Tm,0,3
Ni Sb U,0,3
Ni Sb V,0,3
Ni Sb Y,0,3
Ni Sb Yb,0,3
Ni Sb Zn,0,3
Ni Sb Zr,0,3
Ni Sc,0,2
Ni Sc Sn,0,3
Ni Sc Sn Ti,0,4
Ni Sc Sn Zr,0,4
Ni Sc V Zr,0,4
Ni Sc Y,0,3
Ni Sm,0,2
Ni Sm Sn,0,3
Ni Sm Tb,0,3
Ni Sm Y,0,3
Ni Sm Zn,0,3
Ni Sn,0,2
Ni Sn Sr,0,3
Ni Sn Tb,0,3
Ni Sn Th,0,3
Ni Sn Th U,0,4
Ni Sn Ti,0,3
Ni Sn Tm,0,3
Ni Sn U,0,3
Ni Sn V,0,3
Ni Sn Y,0,3
Ni Sn Y Zr,0,4
Ni Sn Yb,0,3
Ni Sn Zn,0,3
Ni Sn Zr,0,3
Ni Sr,0,2
Ni Ta,0,2
Ni Ta Ti,0,3
Ni Ta V,0,3
Ni Tb,0,2
Ni Tb Y,0,3
Ni Tb Zn,0,3
Ni Tb Zr,0,3
Ni Tc,0,2
Ni Th,0,2
Ni Ti,0,2
Ni Ti V,0,3
Ni Ti Y,0,3
Ni Ti Zn,0,3
Ni Ti Zr,0,3
Ni Tl,0,2
Ni Tm,0,2
Ni Tm Zn,0,3
Ni Tm Zr,0,3
Ni U,0,2
Ni U Zn,0,3
Ni V,0,2
Ni V Zr,0,3
Ni W,0,2
Ni Y,0,2
Ni Y Zr,0,3
Ni Yb,0,2
Ni Yb Zr,0,3
Ni Zn,0,2
Ni Zn Zr,0,3
Ni Zr,0,2
Np Os,0,2
Np Pd,0,2
Np Pt,0,2
Np Pu,0,2
Np Re,0,2
Np Rh,0,2
Np Ru,0,2
Np Sb,0,2
Np Sn,0,2
Np Tl,0,2
Np U,0,2
Np Zr,0,2
Os Pr,0,2
Os Pr Sb,0,3
Os Pt,0,2
Os Pu,0,2
Os Re,0,2
Os Re Ti,0,3
Os Ru,0,2
Os Ru Th,0,3
Os Sb,0,2
Os Sb Sm,0,3
Os Sb Sr,0,3
Os Sc,0,2
Os Sm,0,2
Os Sn,0,2
Os Ta,0,2
Os Tb,0,2
Os Tc,0,2
Os Th,0,2
Os Ti,0,2
Os Ti V,0,3
Os Tm,0,2
Os U,0,2
Os U Zn,0,3
Os V,0,2
Os V Zr,0,3
Os W,0,2
Os Y,0,2
Os Yb,0,2
Os Zr,0,2
Pa Pt,0,2
Pa Rh,0,2
Pa Sb,0,2
Pa Th,0,2
Pb Pd,0,2
Pb Pd Pr,0,3
Pb Pd Rh,0,3
Pb Pd Sm,0,3
Pb Pd Tb,0,3
Pb Pd Ti,0,3
Pb Pd Tl,0,3
Pb Pd Tm,0,3
Pb Pd Y,0,3
Pb Pd Zr,0,3
Pb Pr,0,2
Pb Pr Zn,0,3
Pb Pt,0,2
Pb Pt Tl,0,3
Pb Pt Yb,0,3
Pb Pu,0,2
Pb Rb,0,2
Pb Rh,0,2
Pb Rh Sm,0,3
Pb Rh Sr,0,3
Pb Rh Ta,0,3
Pb Rh U,0,3
Pb Rh Yb,0,3
Pb Sb,0,2
Pb Sb Zr,0,3
Pb Sc,0,2
Pb Sm,0,2
Pb Sn,0,2
Pb Sn Sr,0,3
Pb Sn Zr,0,3
Pb Sr,0,2
Pb Sr Zn,0,3
Pb Tb,0,2
Pb Th,0,2
Pb Ti,0,2
Pb Ti Zr,0,3
Pb Tl,0,2
Pb Tm,0,2
Pb U,0,2
Pb V,0,2
Pb V Zr,0,3
Pb Y,0,2
Pb Yb,0,2
Pb Yb Zn,0,3
Pb Zn Zr,0,3
Pb Zr,0,2
Pd Pr,0,2
Pd Pr Sb,0,3
Pd Pr Sn,0,3
Pd Pr Tl,0,3
Pd Pr Zn,0,3
Pd Pt,0,2
Pd Pt Sn,0,3
Pd Pt U,0,3
Pd Pu,0,2
Pd Pu Sn,0,3
Pd Re,0,2
Pd Rh,0,2
Pd Rh Ru,0,3
Pd Rh Ta,0,3
Pd Rh U,0,3
Pd Rh Zr,0,3
Pd Ru,0,2
Pd Ru Ta,0,3
Pd Ru Zr,0,3
Pd Sb,0,2
Pd Sb Sc,0,3
Pd Sb Sm,0,3
Pd Sb Sr,0,3
Pd Sb Tb,0,3
Pd Sb Tl,0,3
Pd Sb Tm,0,3
Pd Sb U,0,3
Pd Sb Y,0,3
Pd Sb Yb,0,3
Pd Sb Zr,0,3
Pd Sc,0,2
Pd Sc Sn,0,3
Pd Sc Zn,0,3
Pd Sm,0,2
Pd Sm Sn,0,3
Pd Sm Tl,0,3
Pd Sm Zn,0,3
Pd Sn,0,2
Pd Sn Sr,0,3
Pd Sn Tb,0,3
Pd Sn Tm,0,3
Pd Sn Tm Y,0,4
Pd Sn U,0,3
Pd Sn Y,0,3
Pd Sn Y Yb,0,4
Pd Sn Yb,0,3
Pd Sn Zr,0,3
Pd Sr,0,2
Pd Sr Tl,0,3
Pd Ta,0,2
Pd Tb,0,2
Pd Tb Tl,0,3
Pd Tb Zn,0,3
Pd Tc,0,2
Pd Th,0,2
Pd Ti,0,2
Pd Tl,0,2
Pd Tl Y,0,3
Pd Tl Yb,0,3
Pd Tm,0,2
Pd Tm Zn,0,3
Pd U,0,2
Pd U Y,0,3
Pd V,0,2
Pd W,0,2
Pd Y,0,2
Pd Y Zn,0,3
Pd Yb,0,2
Pd Yb Zn,0,3
Pd Zn,0,2
Pd Zr,0,2
Pm Sn,0,2
Pr Pt,0,2
Pr Pt Sb,0,3
Pr Pt Sn,0,3
Pr Pt Zn,0,3
Pr Pu,0,2
Pr Re,0,2
Pr Rh,0,2
Pr Rh Sb,0,3
Pr Rh Sn,0,3
Pr Rh Zn,0,3
Pr Ru,0,2
Pr Ru Sb,0,3
Pr Ru Sn,0,3
Pr Sb,0,2
Pr Sb Sc,0,3
Pr Sb Ti,0,3
Pr Sb V,0,3
Pr Sb Zn,0,3
Pr Sn,0,2
Pr Sn Y,0,3
Pr Sn Zn,0,3
Pr Tb,0,2
Pr Th,0,2
Pr Th Y,0,3
Pr Tl,0,2
Pr Y,0,2
Pr Zn,0,2
Pt Pu,0,2
Pt Pu Sn,0,3
Pt Re,0,2
Pt Re Ti,0,3
Pt Rh,0,2
Pt Sb,0,2
Pt Sb Sc,0,3
Pt Sb Sm,0,3
Pt Sb Sn,0,3
Pt Sb Sr,0,3
Pt Sb Tb,0,3
Pt Sb Ti,0,3
Pt Sb Tm,0,3
Pt Sb U,0,3
Pt Sb V,0,3
Pt Sb Y,0,3
Pt Sb Yb,0,3
Pt Sb Zr,0,3
Pt Sc,0,2
Pt Sc Sn,0,3
Pt Sc Zn,0,3
Pt Sm,0,2
Pt Sm Sn,0,3
Pt Sn,0,2
Pt Sn Sr,0,3
Pt Sn Tb,0,3
Pt Sn Th,0,3
Pt Sn Ti,0,3
Pt Sn Tm,0,3
Pt Sn U,0,3
Pt Sn Y,0,3
Pt Sn Yb,0,3
Pt Sn Zn,0,3
Pt Sn Zr,0,3
Pt Sr,0,2
Pt Sr Zn,0,3
Pt Ta,0,2
Pt Tb,0,2
Pt Tc,0,2
Pt Th,0,2
Pt Ti,0,2
Pt Tl,0,2
Pt Tm,0,2
Pt U,0,2
Pt V,0,2
Pt W,0,2
Pt Y,0,2
Pt Yb,0,2
Pt Yb Zn,0,3
Pt Zn,0,2
Pt Zr,0,2
Pu Re,0,2
Pu Rh,0,2
Pu Ru,0,2
