phases,scores,norm
Ti V Zr,144.824,2.541
Nb Ti V,151.255,2.936
Mo Ti V,147.564,2.709
Ag Ti V,148.087,2.741
Cd Ti V,154.377,3.127
In Ti V,148.107,2.742
Cs Ti V,161.69,3.577
Ba Ti V,150.659,2.899
Ta Ti V,153.279,3.06
Ti V W,157.985,3.349
Ir Ti V,160.08,3.478
Pt Ti V,152.348,3.003
Au Ti V,148.975,2.796
Hg Ti V,165.094,3.786
Ti Tl V,165.983,3.84
Pb Ti V,148.503,2.767
Cr Cu Ti,119.581,0.99
Cr Ti Zn,124.726,1.306
Cr Rb Ti,157.311,3.308
Cr Sr Ti,138.329,2.142
Cr Ti Y,126.686,1.426
Cr Mo Ti,131.085,1.697
Ag Cr Ti,131.673,1.733
Cd Cr Ti,138.71,2.165
Cr Cs Ti,146.806,2.662
Ba Cr Ti,134.559,1.91
Cr Hf Ti,143.495,2.459
Cr Ta Ti,137.487,2.09
Cr Ti W,142.714,2.411
Cr Os Ti,157.457,3.317
Cr Ir Ti,145.03,2.553
Cr Pt Ti,136.448,2.026
Au Cr Ti,132.672,1.794
Cr Hg Ti,150.547,2.892
Cr Ti Tl,151.521,2.952
Bi Cr Ti,132.324,1.773
Mn Ni Ti,119.175,0.965
Cu Mn Ti,118.811,0.943
Mn Ti Zn,123.988,1.261
Mn Rb Ti,156.727,3.272
Mn Sr Ti,137.664,2.101
Mn Ti Y,125.96,1.382
Mn Nb Ti,134.546,1.909
Mn Mo Ti,130.384,1.654
Ag Mn Ti,130.975,1.69
Cd Mn Ti,138.047,2.124
Cs Mn Ti,146.18,2.624
Ba Mn Ti,133.876,1.868
Hf Mn Ti,142.854,2.42
Mn Ta Ti,136.818,2.049
Mn Ti W,142.07,2.371
Mn Os Ti,156.873,3.281
Ir Mn Ti,144.396,2.514
Mn Pt Ti,135.774,1.985
Au Mn Ti,131.979,1.752
Hg Mn Ti,149.936,2.855
Mn Ti Tl,150.914,2.915
Mn Pb Ti,131.445,1.719
Fe Ti Zn,116.355,0.792
Fe Rb Ti,150.76,2.905
Fe Sr Ti,130.832,1.681
Fe Nb Ti,127.547,1.479
Fe Mo Ti,123.148,1.209
Ag Fe Ti,123.773,1.248
Cd Fe Ti,131.235,1.706
Cs Fe Ti,139.764,2.23
Ba Fe Ti,126.839,1.436
Fe Ti W,135.46,1.965
Fe Os Ti,150.913,2.915
Fe Ir Ti,137.897,2.115
Fe Pt Ti,128.841,1.559
Au Fe Ti,124.835,1.313
Fe Hg Ti,143.688,2.471
Fe Ti Tl,144.709,2.533
Fe Pb Ti,124.271,1.278
Co Ti Zn,121.313,1.096
Co Rb Ti,154.619,3.142
Co Sr Ti,135.26,1.953
Co Nb Ti,132.085,1.758
Co Mo Ti,127.842,1.497
Ag Co Ti,128.445,1.535
Cd Co Ti,135.65,1.977
Co Cs Ti,143.917,2.485
Ba Co Ti,131.402,1.716
Co Hf Ti,140.538,2.277
Co Ti W,139.742,2.228
Co Os Ti,154.768,3.151
Co Ir Ti,142.106,2.374
Co Pt Ti,133.335,1.835
Au Co Ti,129.469,1.597
Co Hg Ti,147.731,2.719
Co Ti Tl,148.724,2.78
Co Pb Ti,128.925,1.564
Ni Rb Ti,151.843,2.972
Ni Sr Ti,132.078,1.758
Ag Ni Ti,125.09,1.328
Cd Ni Ti,132.477,1.782
Cs Ni Ti,140.931,2.301
Ba Ni Ti,128.124,1.515
Ni Ti W,136.664,2.039
Ni Os Ti,151.995,2.981
Ir Ni Ti,139.08,2.188
Au Ni Ti,126.141,1.393
Hg Ni Ti,144.824,2.541
Ni Ti Tl,145.836,2.603
Ni Pb Ti,125.582,1.359
Cu Rb Ti,151.558,2.954
Cu Sr Ti,131.75,1.737
Cu Ti Y,119.468,0.983
Cu Nb Ti,128.488,1.537
Cu Mo Ti,124.123,1.269
Cd Cu Ti,132.15,1.762
Cs Cu Ti,140.624,2.283
Ba Cu Ti,127.786,1.494
Cu Hf Ti,137.163,2.07
Cu Ta Ti,130.865,1.683
Cu Ti W,136.347,2.02
Cu Os Ti,151.71,2.964
Cu Ir Ti,138.769,2.169
Cu Pt Ti,129.773,1.616
Au Cu Ti,125.797,1.372
Cu Ti Tl,145.539,2.585
Cu Pb Ti,125.237,1.337
Bi Cu Ti,125.43,1.349
Rb Ti Zn,155.649,3.206
Sr Ti Zn,136.436,2.025
Ti Y Zn,124.617,1.299
Nb Ti Zn,133.29,1.832
Mo Ti Zn,129.086,1.574
Ag Ti Zn,129.684,1.611
Cd Ti Zn,136.823,2.049
In Ti Zn,129.707,1.612
Cs Ti Zn,145.024,2.553
Ba Ti Zn,132.613,1.791
Hf Ti Zn,141.671,2.347
Ta Ti Zn,135.582,1.973
Ti W Zn,140.881,2.298
Os Ti Zn,155.797,3.215
Ir Ti Zn,143.226,2.442
Pt Ti Zn,134.529,1.908
Au Ti Zn,130.697,1.673
Ti Tl Zn,149.795,2.846
Pb Ti Zn,130.159,1.64
Ga Rb Ti,163.307,3.676
Ga Sr Ti,145.111,2.558
Ga Mo Ti,138.223,2.135
Cd Ga Ti,145.475,2.581
Ga Sn Ti,134.118,1.883
Cs Ga Ti,153.213,3.056
Ba Ga Ti,141.522,2.338
Ga Ta Ti,144.308,2.509
Ga Ti W,149.297,2.815
Ga Hg Ti,156.801,3.276
Ga Ti Tl,157.737,3.334
Ga Pb Ti,139.225,2.197
Bi Ga Ti,139.398,2.207
Rb Sr Ti,166.749,3.887
Rb Ti Y,157.225,3.302
Rb Ti Zr,158.28,3.367
Nb Rb Ti,164.184,3.73
Mo Rb Ti,160.791,3.521
Ag Rb Ti,161.27,3.551
Cd Rb Ti,167.065,3.907
In Rb Ti,161.289,3.552
Rb Sn Ti,157.275,3.305
Cs Rb Ti,173.845,4.323
Ba Rb Ti,163.635,3.696
Hf Rb Ti,171.058,4.152
Rb Ta Ti,166.051,3.844
Rb Ti W,170.404,4.112
Os Rb Ti,182.929,4.881
Ir Rb Ti,172.348,4.231
Pt Rb Ti,165.192,3.792
Au Rb Ti,162.087,3.601
Hg Rb Ti,177.016,4.518
Rb Ti Tl,177.845,4.569
Pb Rb Ti,161.653,3.574
Bi Rb Ti,161.802,3.583
Sr Ti Y,138.231,2.136
Sr Ti Zr,139.43,2.209
Nb Sr Ti,146.098,2.619
Mo Sr Ti,142.274,2.384
Ag Sr Ti,142.816,2.417
Cd Sr Ti,149.328,2.817
In Sr Ti,142.837,2.419
Sn Sr Ti,138.289,2.139
Cs Sr Ti,156.877,3.281
Ba Sr Ti,145.481,2.581
Hf Sr Ti,153.783,3.091
Sr Ta Ti,148.193,2.747
Sr Ti W,153.055,3.046
Os Sr Ti,166.887,3.896
Ir Sr Ti,155.216,3.179
Pt Sr Ti,147.229,2.688
Au Sr Ti,143.737,2.474
Hg Sr Ti,160.383,3.496
Sr Ti Tl,161.298,3.552
Pb Sr Ti,143.247,2.444
Ti Y Zr,127.888,1.5
Nb Ti Y,135.126,1.945
Mo Ti Y,130.982,1.69
Ag Ti Y,131.571,1.726
Cd Ti Y,138.613,2.159
In Ti Y,131.594,1.728
Sn Ti Y,126.642,1.424
Cs Ti Y,146.714,2.657
Ba Ti Y,134.459,1.904
Hf Ti Y,143.4,2.453
Ta Ti Y,137.388,2.084
Ti W Y,142.62,2.405
Os Ti Y,157.371,3.311
Ir Ti Y,144.937,2.548
Pt Ti Y,136.349,2.02
Au Ti Y,132.57,1.788
Hg Ti Y,150.457,2.887
Ti Tl Y,151.432,2.946
Pb Ti Y,132.039,1.755
Bi Ti Y,132.222,1.766
Ag Ti Zr,132.829,1.804
Cd Ti Zr,139.808,2.232
In Ti Zr,132.852,1.805
Cs Ti Zr,147.844,2.726
Ba Ti Zr,135.691,1.98
Hf Ti Zr,144.556,2.524
Ta Ti Zr,138.594,2.158
Os Ti Zr,158.425,3.376
Ir Ti Zr,146.08,2.618
Pt Ti Zr,137.564,2.095
Au Ti Zr,133.819,1.865
Hg Ti Zr,151.559,2.954
Ti Tl Zr,152.527,3.014
Bi Ti Zr,133.474,1.843
Ag Nb Ti,139.813,2.233
Cd Nb Ti,146.459,2.641
In Nb Ti,139.834,2.234
Cs Nb Ti,154.148,3.113
Ba Nb Ti,142.534,2.4
Hf Nb Ti,150.998,2.92
Nb Ti W,150.257,2.874
Nb Os Ti,164.324,3.738
Ir Nb Ti,152.458,3.009
Nb Pt Ti,144.318,2.509
Au Nb Ti,140.753,2.291
Hg Nb Ti,157.715,3.332
Nb Ti Tl,158.645,3.39
Nb Pb Ti,140.253,2.26
Bi Nb Ti,140.425,2.27
Ag Mo Ti,135.811,1.987
Cd Mo Ti,142.644,2.407
In Mo Ti,135.834,1.988
Cs Mo Ti,150.528,2.891
Ba Mo Ti,138.611,2.159
Mo Ta Ti,141.455,2.334
Mo Ti W,146.541,2.646
Mo Os Ti,160.934,3.53
Ir Mo Ti,148.797,2.785
Mo Pt Ti,140.445,2.272
Au Mo Ti,136.78,2.046
Hg Mo Ti,154.179,3.115
Mo Ti Tl,155.131,3.174
Mo Pb Ti,136.265,2.015
Bi Mo Ti,136.442,2.026
Ag Cd Ti,143.185,2.44
Ag In Ti,136.401,2.023
Ag Sn Ti,131.631,1.73
Ag Cs Ti,151.041,2.922
Ag Ba Ti,139.167,2.193
Ag Hf Ti,147.824,2.725
Ag Ta Ti,142.0,2.367
Ag Ti W,147.067,2.678
Ag Os Ti,161.413,3.56
Ag Ir Ti,149.315,2.816
Ag Pt Ti,140.994,2.305
Ag Au Ti,137.343,2.081
Ag Ti Tl,155.628,3.204
Ag Pb Ti,136.831,2.05
Ag Bi Ti,137.007,2.06
Cd In Ti,143.206,2.441
Cd Sn Ti,138.67,2.163
Cd Cs Ti,157.213,3.302
Ba Cd Ti,145.843,2.603
Cd Hf Ti,154.126,3.112
Cd Ta Ti,148.549,2.769
Cd Ti W,153.4,3.067
Cd Os Ti,167.203,3.915
Cd Ir Ti,155.556,3.2
Au Cd Ti,144.104,2.496
Cd Ti Tl,161.625,3.573
Cd Pb Ti,143.615,2.466
Bi Cd Ti,143.783,2.477
In Sn Ti,131.654,1.732
Cs In Ti,151.061,2.924
Ba In Ti,139.189,2.194
Hf In Ti,147.845,2.726
In Ta Ti,142.021,2.368
In Ti W,147.088,2.68
In Os Ti,161.432,3.561
Hg In Ti,154.699,3.147
In Ti Tl,155.647,3.205
In Pb Ti,136.853,2.051
Bi In Ti,137.029,2.062
Cs Sn Ti,146.768,2.66
Ba Sn Ti,134.518,1.908
Hf Sn Ti,143.456,2.457
Sn Ta Ti,137.446,2.087
Sn Ti W,142.675,2.409
Os Sn Ti,157.422,3.314
Au Sn Ti,132.63,1.792
Hg Sn Ti,150.509,2.89
Sn Ti Tl,151.484,2.95
Pb Sn Ti,132.099,1.759
Bi Sn Ti,132.281,1.77
Ba Cs Ti,153.563,3.077
Cs Hf Ti,161.45,3.562
Cs Ta Ti,156.135,3.235
Cs Ti W,160.757,3.519
Cs Os Ti,173.978,4.331
Cs Ir Ti,162.816,3.646
Cs Pt Ti,155.221,3.179
Au Cs Ti,151.912,2.976
Cs Hg Ti,167.749,3.949
Cs Ti Tl,168.624,4.003
Cs Pb Ti,151.449,2.948
Bi Cs Ti,151.608,2.957
Ba Hf Ti,150.401,2.883
Ba Ta Ti,144.68,2.532
Ba Ti W,149.657,2.837
Ba Os Ti,163.776,3.705
Ba Ir Ti,151.866,2.973
Ba Pt Ti,143.693,2.471
Au Ba Ti,140.113,2.251
Ba Hg Ti,157.143,3.297
Ba Ti Tl,158.077,3.355
Ba Pb Ti,139.61,2.22
Hf Ta Ti,153.026,3.044
Hf Os Ti,171.193,4.16
Hf Ir Ti,159.837,3.463
Hf Pt Ti,152.093,2.987
Au Hf Ti,148.715,2.78
Hf Hg Ti,164.859,3.771
Hf Ti Tl,165.749,3.826
Hf Pb Ti,148.241,2.75
Bi Hf Ti,148.404,2.76
Ta Ti W,152.294,2.999
Os Ta Ti,166.189,3.853
Ir Ta Ti,154.466,3.133
Pt Ta Ti,146.438,2.64
Au Ta Ti,142.926,2.424
Hg Ta Ti,159.657,3.452
Ta Ti Tl,160.576,3.508
Pb Ta Ti,142.434,2.394
Bi Ta Ti,142.603,2.404
Os Ti W,170.539,4.12
Ir Ti W,159.137,3.42
Pt Ti W,151.357,2.942
Au Ti W,147.962,2.733
Hg Ti W,164.18,3.73
Ti Tl W,165.074,3.784
Pb Ti W,147.486,2.704
Bi Ti W,147.65,2.714
Ir Os Ti,172.482,4.239
Os Pt Ti,165.331,3.8
Au Os Ti,162.229,3.61
Hg Os Ti,177.146,4.526
Os Ti Tl,177.974,4.577
Os Pb Ti,161.795,3.583
Bi Os Ti,161.944,3.592
Ir Pt Ti,153.542,3.076
Au Ir Ti,150.197,2.871
Hg Ir Ti,166.197,3.853
Ir Ti Tl,167.08,3.908
Ir Pb Ti,149.728,2.842
Bi Ir Ti,149.889,2.852
Hg Pt Ti,158.763,3.397
Pt Ti Tl,159.688,3.454
Pb Pt Ti,141.431,2.332
Bi Pt Ti,141.602,2.343
Au Hg Ti,155.53,3.198
Au Pb Ti,137.792,2.109
Au Bi Ti,137.967,2.119
Hg Ti Tl,171.891,4.203
Hg Pb Ti,155.078,3.17
Bi Hg Ti,155.233,3.18
Pb Ti Tl,156.024,3.229
Bi Ti Tl,156.179,3.238
Bi Pb Ti,137.457,2.088
Cr Mn V,143.521,2.461
Co Cr V,141.217,2.319
Cr Cu V,137.858,2.113
Cr Rb V,171.616,4.186
Cr Sr V,154.403,3.129
Cr V Y,144.065,2.494
Ag Cr V,148.47,2.765
Cd Cr V,154.745,3.15
Cr In V,148.49,2.766
Cr Sn V,144.12,2.497
Cr Cs V,162.041,3.598
Ba Cr V,151.035,2.922
Cr Hf V,159.047,3.414
Cr Ta V,153.649,3.083
Cr V W,158.344,3.371
Cr Os V,171.75,4.195
Cr Ir V,160.434,3.499
Cr Pt V,152.72,3.026
Au Cr V,149.356,2.819
Cr Hg V,165.438,3.807
Cr Tl V,166.325,3.861
Cr Pb V,148.885,2.79
Bi Cr V,149.047,2.8
Fe Mn V,136.31,2.018
Co Mn V,140.565,2.279
Mn Ni V,137.506,2.091
Cu Mn V,137.191,2.072
Mn V Zn,141.698,2.349
Mn Rb V,171.081,4.153
Mn Sr V,153.808,3.092
Mn V Y,143.427,2.455
Mn Nb V,151.023,2.921
Mn Mo V,147.327,2.694
Ag Mn V,147.85,2.726
Cd Mn V,154.151,3.113
Cs Mn V,161.474,3.563
Ba Mn V,150.426,2.885
Hf Mn V,158.469,3.379
Mn V W,157.763,3.335
Mn Os V,171.215,4.162
Ir Mn V,159.861,3.464
Mn Pt V,152.118,2.989
Au Mn V,148.74,2.781
Hg Mn V,164.882,3.773
Mn Tl V,165.772,3.827
Mn Pb V,148.267,2.752
Bi Mn V,148.43,2.762
Cu Fe V,130.334,1.651
Fe V Zn,135.069,1.941
Fe Rb V,165.632,3.819
Fe Sr V,147.723,2.719
Fe Nb V,144.822,2.54
Fe Mo V,140.963,2.303
Ag Fe V,141.51,2.337
Cd Fe V,148.081,2.741
Fe In V,141.532,2.338
Cs Fe V,155.69,3.208
Ba Fe V,144.2,2.502
Fe Ta V,146.935,2.67
Fe V W,151.838,2.971
Fe Ir V,154.016,3.105
Fe Pt V,145.963,2.611
Au Fe V,142.44,2.394
Fe Hg V,159.222,3.425
Fe Tl V,160.143,3.482
Fe Pb V,141.946,2.364
Bi Fe V,142.116,2.374
Co Cu V,134.778,1.924
Co V Zn,139.363,2.205
Co Rb V,169.152,4.035
Co Sr V,151.659,2.96
Ag Co V,145.614,2.589
Cd Co V,152.007,2.982
Co Cs V,159.429,3.438
Ba Co V,148.229,2.75
Co Os V,169.288,4.043
Au Co V,146.518,2.645
Co Hg V,162.88,3.65
Co Tl V,163.781,3.705
Co Pb V,146.037,2.615
Bi Co V,146.203,2.625
Ni V Zn,136.277,2.016
Ni Rb V,166.618,3.879
Ni Sr V,148.828,2.787
Ni V Y,138.074,2.126
Ag Ni V,142.663,2.408
Cd Ni V,149.183,2.808
Cs Ni V,156.738,3.272
Ba Ni V,145.331,2.572
Hf Ni V,153.641,3.082
Ni V W,152.913,3.037
Ni Os V,166.756,3.888
Ir Ni V,155.076,3.17
Ni Pt V,147.081,2.679
Au Ni V,143.585,2.465
Hg Ni V,160.247,3.488
Ni Tl V,161.163,3.544
Ni Pb V,143.095,2.434
Bi Ni V,143.264,2.445
Cu V Zn,135.959,1.996
Cu Rb V,166.358,3.863
Cu Sr V,148.537,2.769
Cu V Y,137.76,2.107
Cu V Zr,138.963,2.181
Cu Nb V,145.652,2.591
Cu Mo V,141.816,2.356
Ag Cu V,142.36,2.389
Cd Cu V,148.892,2.79
Cu In V,142.381,2.391
Cu Sn V,137.818,2.11
Cs Cu V,156.462,3.255
Ba Cu V,145.033,2.553
Cu Hf V,153.359,3.065
Cu V W,152.63,3.02
Cu Os V,166.497,3.872
Cu Ir V,154.797,3.153
Au Cu V,143.284,2.446
Cu Hg V,159.977,3.471
Cu Tl V,160.894,3.528
Cu Pb V,142.792,2.416
Bi Cu V,142.961,2.426
Rb V Zn,170.094,4.093
Sr V Zn,152.71,3.025
V Y Zn,142.249,2.382
V Zn Zr,143.414,2.454
Nb V Zn,149.905,2.853
Mo V Zn,146.18,2.624
Ag V Zn,146.708,2.656
Cd V Zn,153.055,3.046
In V Zn,146.728,2.658
Sn V Zn,142.305,2.386
Cs V Zn,160.428,3.499
Ba V Zn,149.303,2.816
Hf V Zn,157.404,3.313
Ta V Zn,151.947,2.978
V W Zn,156.693,3.27
Os V Zn,170.229,4.101
Ir V Zn,158.805,3.399
Pt V Zn,151.008,2.92
Au V Zn,147.605,2.711
Hg V Zn,163.858,3.71
Tl V Zn,164.754,3.765
Pb V Zn,147.128,2.682
Bi V Zn,147.292,2.692
Ga Rb V,177.128,4.525
Ga Sr V,160.507,3.504
Ga V Y,150.589,2.895
Ga Mo V,154.308,3.123
Ag Ga V,154.808,3.154
Cd Ga V,160.836,3.524
Ga In V,154.827,3.155
Cs Ga V,167.868,3.956
Ba Ga V,157.27,3.305
Ga Ta V,159.782,3.459
Ga V W,164.302,3.737
Ga Os V,177.258,4.533
Ga Ir V,166.317,3.861
Ga Hg V,171.149,4.158
Ga Tl V,172.007,4.21
Ga Pb V,155.206,3.178
Bi Ga V,155.362,3.188
Rb Sr V,180.307,4.72
Rb V Y,171.537,4.181
Rb V Zr,172.505,4.241
Nb Rb V,177.937,4.575
Mo Rb V,174.811,4.383
Ag Rb V,175.253,4.41
Cd Rb V,180.599,4.738
In Rb V,175.27,4.411
Rb Sn V,171.583,4.184
Cs Rb V,186.889,5.124
Ba Rb V,177.431,4.543
Hf Rb V,184.299,4.965
Rb Ta V,179.661,4.68
Rb V W,183.693,4.928
Os Rb V,195.367,5.645
Ir Rb V,185.497,5.039
Pt Rb V,178.868,4.632
Au Rb V,176.004,4.456
Hg Rb V,189.842,5.306
Rb Tl V,190.615,5.353
Pb Rb V,175.604,4.431
Bi Rb V,175.742,4.44
Sr V Y,154.315,3.124
Sr V Zr,155.39,3.19
Nb Sr V,161.4,3.559
Mo Sr V,157.947,3.347
Ag Sr V,158.435,3.377
Cd Sr V,164.33,3.739
In Sr V,158.454,3.378
Sn Sr V,154.367,3.127
Cs Sr V,171.218,4.162
Ba Sr V,160.841,3.524
Hf Sr V,168.388,3.988
Sr Ta V,163.298,3.675
Sr V W,167.724,3.947
Os Sr V,180.434,4.728
Ir Sr V,169.698,4.068
Pt Sr V,162.425,3.622
Au Sr V,159.266,3.428
Hg Sr V,174.436,4.36
Sr Tl V,175.278,4.411
Pb Sr V,158.824,3.401
Bi Sr V,158.976,3.41
V Y Zr,145.123,2.559
Nb V Y,151.54,2.953
Mo V Y,147.857,2.727
Ag V Y,148.378,2.759
Cd V Y,154.657,3.145
In V Y,148.399,2.76
Cs V Y,161.958,3.593
Ba V Y,150.945,2.917
Ta V Y,153.561,3.077
V W Y,158.258,3.366
Os V Y,171.671,4.19
Ir V Y,160.35,3.494
Pt V Y,152.631,3.02
Au V Y,149.265,2.813
Hg V Y,165.356,3.802
Tl V Y,166.244,3.856
Pb V Y,148.794,2.784
Bi V Y,148.956,2.794
Ag V Zr,149.496,2.828
Cd V Zr,155.73,3.21
In V Zr,149.516,2.829
Cs V Zr,162.982,3.656
Ba V Zr,152.044,2.984
Ta V Zr,154.641,3.144
Ir V Zr,161.384,3.558
Pt V Zr,153.718,3.087
Au V Zr,150.376,2.882
Hg V Zr,166.359,3.863
Tl V Zr,167.242,3.918
Bi V Zr,150.069,2.863
Ag Nb V,155.733,3.211
Cd Nb V,161.727,3.579
In Nb V,155.753,3.212
Cs Nb V,168.722,4.008
Ba Nb V,158.181,3.361
Nb Os V,178.067,4.583
Nb Pt V,159.791,3.46
Au Nb V,156.579,3.263
Hg Nb V,171.986,4.209
Nb Tl V,172.84,4.261
Nb Pb V,156.129,3.235
Bi Nb V,156.284,3.244
Ag Mo V,152.152,2.991
Cd Mo V,158.281,3.367
In Mo V,152.171,2.992
Mo Sn V,147.91,2.73
Cs Mo V,165.421,3.806
Ba Mo V,154.656,3.144
Hf Mo V,162.49,3.626
Mo Os V,174.943,4.391
Ir Mo V,163.847,3.709
Mo Pt V,156.302,3.246
Au Mo V,153.016,3.044
Hg Mo V,168.75,4.01
Mo Tl V,169.62,4.064
Mo Pb V,152.557,3.016
Bi Mo V,152.715,3.025
Ag Cd V,158.768,3.397
Ag In V,152.678,3.023
Ag Sn V,148.432,2.762
Ag Cs V,165.888,3.834
Ag Ba V,155.154,3.175
Ag Hf V,162.964,3.655
Ag Ta V,157.7,3.331
Ag V W,162.278,3.613
Ag Os V,175.384,4.418
Ag Ir V,164.318,3.738
Ag Pt V,156.795,3.276
Ag Au V,153.521,3.075
Ag Hg V,169.207,4.038
Ag Tl V,170.075,4.092
Ag Pb V,153.062,3.047
Ag Bi V,153.22,3.056
Cd In V,158.787,3.398
Cd Sn V,154.708,3.148
Cd Cs V,171.527,4.181
Ba Cd V,161.169,3.545
Cd Hf V,168.701,4.007
Cd Ta V,163.622,3.695
Cd V W,168.038,3.967
Cd Os V,180.727,4.746
Cd Ir V,170.009,4.088
Cd Pt V,162.75,3.642
Au Cd V,159.597,3.448
Cd Hg V,174.739,4.378
Cd Tl V,175.579,4.43
Cd Pb V,159.156,3.421
Bi Cd V,159.308,3.43
In Sn V,148.452,2.763
Cs In V,165.906,3.836
Ba In V,155.174,3.176
Hf In V,162.983,3.656
In Ta V,157.719,3.333
In V W,162.297,3.614
In Os V,175.401,4.419
In Ir V,164.336,3.739
In Pt V,156.814,3.277
Au In V,153.54,3.076
Hg In V,169.225,4.039
In Tl V,170.092,4.093
In Pb V,153.082,3.048
Bi In V,153.239,3.058
Cs Sn V,162.006,3.596
Ba Sn V,150.998,2.92
Hf Sn V,159.012,3.412
Sn Ta V,153.612,3.08
Sn V W,158.308,3.369
Os Sn V,171.717,4.193
Ir Sn V,160.399,3.497
Pt Sn V,152.683,3.023
Au Sn V,149.318,2.817
Hg Sn V,165.404,3.805
Sn Tl V,166.291,3.859
Pb Sn V,148.847,2.788
Bi Sn V,149.009,2.798
Ba Cs V,168.187,3.976
Cs Hf V,175.418,4.42
Cs Ta V,170.539,4.12
Cs V W,174.78,4.381
Cs Os V,187.012,5.132
Cs Ir V,176.676,4.497
Cs Pt V,169.702,4.069
Au Cs V,166.681,3.883
Cs Hg V,181.232,4.777
Cs Tl V,182.042,4.827
Cs Pb V,166.259,3.857
Bi Cs V,166.404,3.866
Ba Hf V,165.305,3.799
Ba Ta V,160.118,3.48
Ba V W,164.628,3.757
Ba Os V,177.561,4.551
Ba Ir V,166.64,3.881
Ba Pt V,159.226,3.425
Au Ba V,156.003,3.227
Ba Hg V,171.462,4.177
Ba Tl V,172.318,4.229
Ba Pb V,155.552,3.2
Ba Bi V,155.707,3.209
Hf V W,172.009,4.21
Hf Ir V,173.935,4.329
Hf Pt V,166.846,3.893
Au Hf V,163.772,3.704
Hf Hg V,178.56,4.613
Hf Tl V,179.383,4.663
Hf Pb V,163.343,3.678
Bi Hf V,163.49,3.687
Os Ta V,179.789,4.688
Ir Ta V,169.012,4.026
Pt Ta V,161.708,3.578
Au Ta V,158.535,3.383
Hg Ta V,173.769,4.319
Ta Tl V,174.614,4.37
Pb Ta V,158.091,3.356
Bi Ta V,158.244,3.365
Os V W,183.818,4.936
Ir V W,173.292,4.289
Pt V W,166.175,3.852
Au V W,163.089,3.663
Hg V W,177.934,4.574
Tl V W,178.759,4.625
Pb V W,162.658,3.636
Bi V W,162.806,3.645
Ir Os V,185.621,5.047
Os Pt V,178.996,4.64
Au Os V,176.135,4.464
Hg Os V,189.963,5.313
Os Tl V,190.736,5.361
Os Pb V,175.735,4.439
Bi Os V,175.873,4.448
Ir Pt V,168.168,3.974
Au Ir V,165.119,3.787
Hg Ir V,179.797,4.689
Ir Tl V,180.613,4.739
Ir Pb V,164.693,3.761
Bi Ir V,164.84,3.77
Au Pt V,157.635,3.327
Hg Pt V,172.948,4.268
Pt Tl V,173.797,4.32
Pb Pt V,157.188,3.3
Bi Pt V,157.342,3.309
Au Hg V,169.985,4.086
Au Tl V,170.849,4.139
Au Pb V,153.922,3.099
Au Bi V,154.079,3.109
Hg Tl V,185.072,5.013
Hg Pb V,169.571,4.061
Bi Hg V,169.714,4.069
Pb Tl V,170.437,4.114
Bi Tl V,170.579,4.123
Bi Pb V,153.622,3.081
Cr Fe Mn,118.273,0.91
Co Cr Mn,123.154,1.209
Cr Cu Mn,119.288,0.972
Cr Mn Zn,124.445,1.289
Cr Mn Rb,157.089,3.294
Cr Mn Sr,138.076,2.126
Cr Mn Y,126.41,1.41
Cr Mn Mo,130.818,1.68
Ag Cr Mn,131.407,1.716
Cd Cr Mn,138.458,2.15
Cr In Mn,131.43,1.718
Cr Mn Sn,126.473,1.413
Cr Cs Mn,146.567,2.648
Ba Cr Mn,134.299,1.894
Cr Hf Mn,143.251,2.444
Cr Mn Ta,137.232,2.074
Cr Mn W,142.469,2.396
Cr Mn Os,157.235,3.303
Cr Ir Mn,144.789,2.538
Au Cr Mn,132.408,1.778
Cr Hg Mn,150.314,2.878
Cr Mn Tl,151.29,2.938
Cr Mn Pb,131.876,1.745
Bi Cr Mn,132.059,1.757
Cr Cu Fe,111.333,0.483
Cr Fe Zn,116.842,0.822
Cr Fe Rb,151.137,2.928
Cr Fe Sr,131.265,1.708
Ag Cr Fe,124.231,1.276
Cd Cr Fe,131.667,1.732
Cr Fe In,124.255,1.277
Cr Cs Fe,140.169,2.255
Ba Cr Fe,127.286,1.463
Cr Fe Hf,136.697,2.041
Cr Fe Ta,130.377,1.653
Cr Fe Os,151.289,2.938
Cr Fe Ir,138.308,2.14
Cr Fe Pt,129.281,1.586
Au Cr Fe,125.289,1.341
Cr Fe Hg,144.083,2.495
Cr Fe Tl,145.1,2.558
Cr Fe Pb,124.727,1.306
Bi Cr Fe,124.92,1.318
Co Cr Cu,116.505,0.801
Co Cr Zn,121.78,1.125
Co Cr Rb,154.986,3.165
Co Cr Sr,135.679,1.979
Ag Co Cr,128.886,1.562
Cd Co Cr,136.068,2.003
Co Cr Cs,144.311,2.509
Ba Co Cr,131.833,1.743
Co Cr Hf,140.941,2.302
Co Cr Os,155.134,3.174
Co Cr Ir,142.504,2.398
Au Co Cr,129.906,1.624
Co Cr Hg,148.115,2.743
Co Cr Tl,149.105,2.804
Co Cr Pb,129.364,1.591
Cr Cu Ni,112.795,0.573
Cr Ni Zn,118.235,0.907
Cr Ni Rb,152.217,2.995
Cr Ni Sr,132.507,1.784
Ag Cr Ni,125.543,1.356
Cd Cr Ni,132.905,1.808
Cr Cs Ni,141.333,2.326
Ba Cr Ni,128.566,1.542
